codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD010171,NOM_PROD010171,DES_PROD010171,1,3,259,5,3312,0,2790,18.72,N,246,310,A
PROD010172,NOM_PROD010172,DES_PROD010172,5,3,252,4,5197,0,4672,11.24,S,239,302,I
PROD010173,NOM_PROD010173,DES_PROD010173,3,3,472,3,2181,0,1942,12.31,N,448,566,I
PROD010174,NOM_PROD010174,DES_PROD010174,2,1,243,1,2287,0,2007,13.99,S,230,291,I
PROD010175,NOM_PROD010175,DES_PROD010175,2,1,7,4,2857,0,2396,19.27,S,6,8,I
PROD010176,NOM_PROD010176,DES_PROD010176,5,1,136,1,2400,0,2160,11.15,S,129,163,A
PROD010177,NOM_PROD010177,DES_PROD010177,4,3,371,2,3846,0,3247,18.47,S,352,445,A
PROD010178,NOM_PROD010178,DES_PROD010178,4,1,99,1,2813,0,2421,16.22,S,94,118,A
PROD010179,NOM_PROD010179,DES_PROD010179,3,3,285,1,4331,0,3616,19.8,S,270,342,A
PROD010180,NOM_PROD010180,DES_PROD010180,1,3,468,2,4974,0,4364,13.98,S,444,561,I
PROD010181,NOM_PROD010181,DES_PROD010181,2,1,179,4,2354,0,2017,16.75,S,170,214,I
PROD010182,NOM_PROD010182,DES_PROD010182,4,2,308,1,2593,0,2206,17.55,S,292,369,A
PROD010183,NOM_PROD010183,DES_PROD010183,3,1,33,3,2524,0,2196,14.98,S,31,39,I
PROD010184,NOM_PROD010184,DES_PROD010184,1,2,382,3,3850,0,3389,13.63,S,362,458,I
PROD010185,NOM_PROD010185,DES_PROD010185,4,3,135,2,2522,0,2124,18.76,N,128,162,A
PROD010186,NOM_PROD010186,DES_PROD010186,1,3,41,3,3942,0,3411,15.58,N,38,49,A
PROD010187,NOM_PROD010187,DES_PROD010187,3,3,21,3,2294,0,1912,19.99,S,19,25,I
PROD010188,NOM_PROD010188,DES_PROD010188,1,3,32,5,2404,0,2021,18.96,N,30,38,A
PROD010189,NOM_PROD010189,DES_PROD010189,4,3,438,5,4100,0,3447,18.97,S,416,525,A
PROD010190,NOM_PROD010190,DES_PROD010190,3,2,491,1,2515,0,2188,14.95,N,466,589,I
PROD010191,NOM_PROD010191,DES_PROD010191,5,2,240,4,2611,0,2263,15.38,N,228,288,I
PROD010192,NOM_PROD010192,DES_PROD010192,1,1,440,3,4534,0,3853,17.68,S,418,528,I
PROD010193,NOM_PROD010193,DES_PROD010193,1,3,227,1,2302,0,2087,10.34,S,215,272,I
PROD010194,NOM_PROD010194,DES_PROD010194,5,1,466,1,5483,0,4790,14.47,N,442,559,A
PROD010195,NOM_PROD010195,DES_PROD010195,1,3,290,5,4862,0,4336,12.14,S,275,348,I
PROD010196,NOM_PROD010196,DES_PROD010196,3,1,402,3,4539,0,3995,13.64,S,381,482,A
PROD010197,NOM_PROD010197,DES_PROD010197,4,3,464,2,4514,0,3956,14.12,N,440,556,I
PROD010198,NOM_PROD010198,DES_PROD010198,3,3,164,2,5078,0,4533,12.03,S,155,196,I
PROD010199,NOM_PROD010199,DES_PROD010199,1,3,312,5,5703,0,4785,19.2,S,296,374,I
PROD010200,NOM_PROD010200,DES_PROD010200,3,2,387,5,3554,0,2966,19.85,N,367,464,A
PROD010201,NOM_PROD010201,DES_PROD010201,5,1,268,2,4555,0,3900,16.8,N,254,321,A
PROD010202,NOM_PROD010202,DES_PROD010202,2,1,154,3,3183,0,2660,19.68,N,146,184,A
PROD010203,NOM_PROD010203,DES_PROD010203,4,2,240,4,2885,0,2512,14.87,S,228,288,A
PROD010204,NOM_PROD010204,DES_PROD010204,1,3,63,3,4272,0,3597,18.77,N,59,75,I
PROD010205,NOM_PROD010205,DES_PROD010205,4,2,141,3,5708,0,4976,14.72,N,133,169,A
PROD010206,NOM_PROD010206,DES_PROD010206,2,2,260,3,5468,0,4714,16.01,S,247,312,A
PROD010207,NOM_PROD010207,DES_PROD010207,2,1,240,3,5001,0,4370,14.45,N,228,288,A
PROD010208,NOM_PROD010208,DES_PROD010208,2,1,339,3,4619,0,4148,11.36,S,322,406,I
PROD010209,NOM_PROD010209,DES_PROD010209,1,1,500,2,3753,0,3353,11.93,N,475,600,I
PROD010210,NOM_PROD010210,DES_PROD010210,1,3,289,1,2159,0,1909,13.1,N,274,346,A
PROD010211,NOM_PROD010211,DES_PROD010211,2,1,441,4,4226,0,3819,10.66,S,418,529,A
PROD010212,NOM_PROD010212,DES_PROD010212,5,2,391,5,2243,0,1965,14.15,S,371,469,A
PROD010213,NOM_PROD010213,DES_PROD010213,1,1,320,4,3496,0,2945,18.71,S,304,384,A
PROD010214,NOM_PROD010214,DES_PROD010214,4,1,194,4,5231,0,4572,14.43,N,184,232,A
PROD010215,NOM_PROD010215,DES_PROD010215,3,2,456,4,5498,0,4631,18.74,S,433,547,A
PROD010216,NOM_PROD010216,DES_PROD010216,3,3,10,1,3978,0,3498,13.75,N,9,12,A
PROD010217,NOM_PROD010217,DES_PROD010217,4,2,401,1,5169,0,4515,14.5,N,380,481,I
PROD010218,NOM_PROD010218,DES_PROD010218,2,1,76,2,5012,0,4481,11.87,S,72,91,I
PROD010219,NOM_PROD010219,DES_PROD010219,1,3,204,1,2809,0,2400,17.06,S,193,244,I
PROD010220,NOM_PROD010220,DES_PROD010220,1,2,164,3,2257,0,1938,16.5,S,155,196,A
PROD010221,NOM_PROD010221,DES_PROD010221,3,3,195,2,4521,0,4002,12.99,N,185,234,I
PROD010222,NOM_PROD010222,DES_PROD010222,2,1,473,2,4512,0,3927,14.9,N,449,567,A
PROD010223,NOM_PROD010223,DES_PROD010223,4,3,266,1,5535,0,4939,12.08,S,252,319,I
PROD010224,NOM_PROD010224,DES_PROD010224,3,1,236,2,2687,0,2373,13.27,S,224,283,I
PROD010225,NOM_PROD010225,DES_PROD010225,4,3,205,2,3837,0,3368,13.93,N,194,246,A
PROD010226,NOM_PROD010226,DES_PROD010226,4,3,483,4,4406,0,3896,13.1,S,458,579,I
PROD010227,NOM_PROD010227,DES_PROD010227,5,3,89,3,4227,0,3713,13.86,N,84,106,I
PROD010228,NOM_PROD010228,DES_PROD010228,1,1,145,4,5628,0,4849,16.07,S,137,174,I
PROD010229,NOM_PROD010229,DES_PROD010229,5,3,231,2,5589,0,4902,14.03,N,219,277,A
PROD010230,NOM_PROD010230,DES_PROD010230,5,3,189,5,2879,0,2438,18.12,S,179,226,A
PROD010231,NOM_PROD010231,DES_PROD010231,3,3,386,5,2767,0,2461,12.46,S,366,463,I
PROD010232,NOM_PROD010232,DES_PROD010232,3,2,258,2,2776,0,2357,17.78,N,245,309,A
PROD010233,NOM_PROD010233,DES_PROD010233,3,1,98,4,4692,0,3945,18.94,S,93,117,I
PROD010234,NOM_PROD010234,DES_PROD010234,1,3,438,1,3789,0,3166,19.7,N,416,525,I
PROD010235,NOM_PROD010235,DES_PROD010235,5,1,337,1,5486,0,4640,18.25,S,320,404,A
PROD010236,NOM_PROD010236,DES_PROD010236,3,3,179,4,5213,0,4371,19.28,N,170,214,A
PROD010237,NOM_PROD010237,DES_PROD010237,1,1,77,5,2204,0,1957,12.63,N,73,92,I
PROD010238,NOM_PROD010238,DES_PROD010238,5,1,37,3,2642,0,2291,15.36,N,35,44,I
PROD010239,NOM_PROD010239,DES_PROD010239,2,3,149,1,3181,0,2654,19.88,N,141,178,A
PROD010240,NOM_PROD010240,DES_PROD010240,4,1,149,4,5242,0,4645,12.86,S,141,178,I
PROD010241,NOM_PROD010241,DES_PROD010241,3,2,90,2,3684,0,3287,12.1,N,85,108,I
PROD010242,NOM_PROD010242,DES_PROD010242,3,2,33,2,4064,0,3579,13.56,S,31,39,A
PROD010243,NOM_PROD010243,DES_PROD010243,4,1,412,2,4788,0,4021,19.09,S,391,494,I
PROD010244,NOM_PROD010244,DES_PROD010244,5,3,316,2,3051,0,2696,13.2,S,300,379,A
PROD010245,NOM_PROD010245,DES_PROD010245,5,1,178,2,3108,0,2799,11.07,N,169,213,A
PROD010246,NOM_PROD010246,DES_PROD010246,5,1,352,5,2973,0,2556,16.33,N,334,422,A
PROD010247,NOM_PROD010247,DES_PROD010247,3,3,195,2,4714,0,4087,15.35,S,185,234,I
PROD010248,NOM_PROD010248,DES_PROD010248,2,3,475,3,3524,0,3011,17.07,N,451,570,A
PROD010249,NOM_PROD010249,DES_PROD010249,4,1,320,5,2291,0,1966,16.55,N,304,384,I
PROD010250,NOM_PROD010250,DES_PROD010250,4,1,255,5,4077,0,3430,18.89,N,242,306,I
PROD010251,NOM_PROD010251,DES_PROD010251,5,1,440,1,4628,0,4085,13.31,S,418,528,I
PROD010252,NOM_PROD010252,DES_PROD010252,2,3,391,2,4247,0,3843,10.53,N,371,469,A
PROD010253,NOM_PROD010253,DES_PROD010253,3,3,283,3,2529,0,2196,15.19,N,268,339,I
PROD010254,NOM_PROD010254,DES_PROD010254,3,1,359,4,2455,0,2067,18.81,S,341,430,I
PROD010255,NOM_PROD010255,DES_PROD010255,3,2,85,4,3222,0,2811,14.63,N,80,102,I
PROD010256,NOM_PROD010256,DES_PROD010256,3,3,421,4,4102,0,3648,12.47,N,399,505,A
PROD010257,NOM_PROD010257,DES_PROD010257,5,2,4,2,4324,0,3668,17.9,S,3,4,I
PROD010258,NOM_PROD010258,DES_PROD010258,2,2,48,1,2589,0,2174,19.1,S,45,57,A
PROD010259,NOM_PROD010259,DES_PROD010259,2,1,470,2,3543,0,2996,18.28,N,446,564,A
