codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD020026,NOM_PROD020026,DES_PROD020026,2,2,163,2,5033,0,4524,11.27,N,154,195,A
PROD020027,NOM_PROD020027,DES_PROD020027,1,1,310,5,2931,0,2567,14.19,N,294,372,I
PROD020028,NOM_PROD020028,DES_PROD020028,4,1,184,5,2705,0,2256,19.94,S,174,220,A
PROD020029,NOM_PROD020029,DES_PROD020029,5,3,90,1,2678,0,2268,18.11,S,85,108,I
PROD020030,NOM_PROD020030,DES_PROD020030,4,2,427,1,5482,0,4750,15.43,N,405,512,A
PROD020031,NOM_PROD020031,DES_PROD020031,5,3,180,1,2767,0,2335,18.51,S,171,216,A
PROD020032,NOM_PROD020032,DES_PROD020032,3,3,316,4,5155,0,4442,16.06,S,300,379,A
PROD020033,NOM_PROD020033,DES_PROD020033,1,1,80,1,2188,0,1890,15.81,S,76,96,A
PROD020034,NOM_PROD020034,DES_PROD020034,3,1,101,4,4116,0,3681,11.82,N,95,121,I
PROD020035,NOM_PROD020035,DES_PROD020035,4,3,327,5,4757,0,4212,12.96,N,310,392,A
PROD020036,NOM_PROD020036,DES_PROD020036,1,1,131,5,2961,0,2535,16.82,S,124,157,A
PROD020037,NOM_PROD020037,DES_PROD020037,1,1,2,1,4263,0,3774,12.97,S,1,2,I
PROD020038,NOM_PROD020038,DES_PROD020038,2,1,436,4,5563,0,4925,12.97,S,414,523,A
PROD020039,NOM_PROD020039,DES_PROD020039,2,2,314,2,3433,0,3054,12.44,S,298,376,I
PROD020040,NOM_PROD020040,DES_PROD020040,2,1,362,2,4392,0,3704,18.59,S,343,434,I
PROD020041,NOM_PROD020041,DES_PROD020041,5,1,79,3,4369,0,3966,10.17,N,75,94,A
PROD020042,NOM_PROD020042,DES_PROD020042,2,2,361,5,4433,0,3827,15.84,S,342,433,I
PROD020043,NOM_PROD020043,DES_PROD020043,4,3,394,3,5459,0,4635,17.78,N,374,472,I
PROD020044,NOM_PROD020044,DES_PROD020044,5,1,278,3,2999,0,2625,14.25,N,264,333,I
PROD020045,NOM_PROD020045,DES_PROD020045,5,1,161,3,3768,0,3359,12.2,S,152,193,A
PROD020046,NOM_PROD020046,DES_PROD020046,4,1,245,2,5098,0,4410,15.62,N,232,294,A
PROD020047,NOM_PROD020047,DES_PROD020047,3,3,473,5,3555,0,3172,12.08,S,449,567,A
PROD020048,NOM_PROD020048,DES_PROD020048,3,3,495,4,3871,0,3239,19.54,N,470,594,I
PROD020049,NOM_PROD020049,DES_PROD020049,1,3,11,1,2526,0,2279,10.87,N,10,13,A
PROD020050,NOM_PROD020050,DES_PROD020050,5,2,396,1,2957,0,2679,10.38,N,376,475,A
PROD020051,NOM_PROD020051,DES_PROD020051,3,1,34,1,2705,0,2287,18.29,N,32,40,I
PROD020052,NOM_PROD020052,DES_PROD020052,5,2,303,3,4923,0,4177,17.88,N,287,363,I
PROD020053,NOM_PROD020053,DES_PROD020053,4,1,481,2,4257,0,3676,15.83,N,456,577,I
PROD020054,NOM_PROD020054,DES_PROD020054,4,1,370,1,4378,0,3708,18.08,S,351,444,A
PROD020055,NOM_PROD020055,DES_PROD020055,1,2,413,5,4609,0,3905,18.05,N,392,495,I
PROD020056,NOM_PROD020056,DES_PROD020056,4,2,179,3,2733,0,2324,17.62,S,170,214,A
PROD020057,NOM_PROD020057,DES_PROD020057,5,3,232,3,3959,0,3583,10.52,N,220,278,I
PROD020058,NOM_PROD020058,DES_PROD020058,5,2,462,4,3223,0,2921,10.35,N,438,554,A
PROD020059,NOM_PROD020059,DES_PROD020059,2,1,200,2,4132,0,3677,12.4,N,190,240,A
PROD020060,NOM_PROD020060,DES_PROD020060,3,2,23,4,4623,0,4171,10.86,S,21,27,I
PROD020061,NOM_PROD020061,DES_PROD020061,5,2,416,5,2491,0,2172,14.69,S,395,499,I
PROD020062,NOM_PROD020062,DES_PROD020062,5,3,493,1,3704,0,3196,15.92,N,468,591,A
PROD020063,NOM_PROD020063,DES_PROD020063,1,2,329,3,4082,0,3642,12.1,N,312,394,I
PROD020064,NOM_PROD020064,DES_PROD020064,3,2,180,1,3420,0,3079,11.1,N,171,216,A
PROD020065,NOM_PROD020065,DES_PROD020065,3,1,406,4,3519,0,2969,18.54,N,385,487,I
PROD020066,NOM_PROD020066,DES_PROD020066,1,2,261,5,5532,0,4762,16.18,N,247,313,I
PROD020067,NOM_PROD020067,DES_PROD020067,2,3,424,4,2651,0,2359,12.41,N,402,508,I
PROD020068,NOM_PROD020068,DES_PROD020068,4,1,272,5,4345,0,3717,16.91,N,258,326,A
PROD020069,NOM_PROD020069,DES_PROD020069,1,3,352,4,4555,0,4021,13.3,N,334,422,I
PROD020070,NOM_PROD020070,DES_PROD020070,3,2,313,3,3466,0,3031,14.36,S,297,375,A
PROD020071,NOM_PROD020071,DES_PROD020071,4,1,350,2,4693,0,4121,13.9,S,332,420,I
PROD020072,NOM_PROD020072,DES_PROD020072,2,1,218,3,5248,0,4606,13.96,N,207,261,I
PROD020073,NOM_PROD020073,DES_PROD020073,1,2,442,4,4878,0,4174,16.87,N,419,530,A
PROD020074,NOM_PROD020074,DES_PROD020074,4,2,42,4,4943,0,4402,12.31,S,39,50,I
PROD020075,NOM_PROD020075,DES_PROD020075,5,1,289,5,4018,0,3494,15.0,N,274,346,A
PROD020076,NOM_PROD020076,DES_PROD020076,2,1,308,1,2449,0,2175,12.62,N,292,369,A
PROD020077,NOM_PROD020077,DES_PROD020077,5,2,500,1,4592,0,3977,15.47,S,475,600,A
PROD020078,NOM_PROD020078,DES_PROD020078,4,1,260,1,4518,0,3887,16.24,S,247,312,I
PROD020079,NOM_PROD020079,DES_PROD020079,4,1,338,4,5712,0,4950,15.4,N,321,405,I
PROD020080,NOM_PROD020080,DES_PROD020080,4,2,96,4,5379,0,4767,12.84,S,91,115,A
PROD020081,NOM_PROD020081,DES_PROD020081,2,2,29,1,5664,0,4965,14.08,N,27,34,I
PROD020082,NOM_PROD020082,DES_PROD020082,5,1,97,5,2563,0,2272,12.84,S,92,116,I
PROD020083,NOM_PROD020083,DES_PROD020083,1,2,219,1,3887,0,3336,16.53,S,208,262,A
PROD020084,NOM_PROD020084,DES_PROD020084,4,2,469,5,4805,0,4093,17.4,S,445,562,A
PROD020085,NOM_PROD020085,DES_PROD020085,3,3,217,1,4694,0,4147,13.2,S,206,260,I
PROD020086,NOM_PROD020086,DES_PROD020086,1,1,365,4,3569,0,3165,12.77,N,346,438,A
PROD020087,NOM_PROD020087,DES_PROD020087,4,1,390,5,3721,0,3125,19.09,N,370,468,A
PROD020088,NOM_PROD020088,DES_PROD020088,5,2,130,4,4593,0,3840,19.61,N,123,156,A
PROD020089,NOM_PROD020089,DES_PROD020089,2,1,260,5,4606,0,4098,12.42,N,247,312,A
PROD020090,NOM_PROD020090,DES_PROD020090,4,1,422,3,5270,0,4442,18.66,N,400,506,I
PROD020091,NOM_PROD020091,DES_PROD020091,3,1,450,3,3736,0,3391,10.19,N,427,540,I
PROD020092,NOM_PROD020092,DES_PROD020092,2,1,420,3,5460,0,4843,12.76,N,399,504,I
PROD020093,NOM_PROD020093,DES_PROD020093,5,3,272,3,4256,0,3832,11.08,S,258,326,A
PROD020094,NOM_PROD020094,DES_PROD020094,5,1,337,4,4312,0,3729,15.65,N,320,404,A
PROD020095,NOM_PROD020095,DES_PROD020095,5,1,186,1,3579,0,3217,11.28,N,176,223,A
PROD020096,NOM_PROD020096,DES_PROD020096,2,1,207,4,2203,0,1999,10.23,S,196,248,I
PROD020097,NOM_PROD020097,DES_PROD020097,1,1,409,5,4402,0,3963,11.09,S,388,490,A
PROD020098,NOM_PROD020098,DES_PROD020098,1,3,147,3,4561,0,4011,13.73,N,139,176,I
PROD020099,NOM_PROD020099,DES_PROD020099,1,2,429,2,5236,0,4376,19.67,S,407,514,I
PROD020100,NOM_PROD020100,DES_PROD020100,2,3,19,5,3905,0,3364,16.1,S,18,22,I
PROD020101,NOM_PROD020101,DES_PROD020101,4,2,329,1,4951,0,4293,15.34,S,312,394,I
PROD020102,NOM_PROD020102,DES_PROD020102,1,3,460,5,4017,0,3410,17.82,N,437,552,I
PROD020103,NOM_PROD020103,DES_PROD020103,3,1,391,3,2803,0,2445,14.67,S,371,469,A
PROD020104,NOM_PROD020104,DES_PROD020104,5,2,122,2,5744,0,4842,18.64,S,115,146,I
PROD020105,NOM_PROD020105,DES_PROD020105,1,2,236,1,3863,0,3246,19.01,N,224,283,A
PROD020106,NOM_PROD020106,DES_PROD020106,2,2,487,5,4776,0,4172,14.48,S,462,584,I
PROD020107,NOM_PROD020107,DES_PROD020107,1,1,488,5,3755,0,3294,14.0,N,463,585,A
PROD020108,NOM_PROD020108,DES_PROD020108,2,1,59,3,3840,0,3470,10.67,S,56,70,A
PROD020109,NOM_PROD020109,DES_PROD020109,3,1,237,5,2831,0,2510,12.8,N,225,284,A
PROD020110,NOM_PROD020110,DES_PROD020110,5,3,105,1,2961,0,2635,12.38,N,99,126,I
PROD020111,NOM_PROD020111,DES_PROD020111,5,1,315,3,2832,0,2377,19.15,N,299,378,A
PROD020112,NOM_PROD020112,DES_PROD020112,1,3,271,4,3013,0,2674,12.7,N,257,325,I
PROD020113,NOM_PROD020113,DES_PROD020113,4,1,488,4,3434,0,2966,15.79,N,463,585,I
PROD020114,NOM_PROD020114,DES_PROD020114,2,1,436,3,2264,0,2051,10.39,S,414,523,I
PROD020115,NOM_PROD020115,DES_PROD020115,5,3,173,1,5201,0,4704,10.58,S,164,207,I
PROD020116,NOM_PROD020116,DES_PROD020116,1,1,186,2,2601,0,2323,12.0,N,176,223,I
PROD020117,NOM_PROD020117,DES_PROD020117,2,3,166,5,5410,0,4725,14.51,N,157,199,I
PROD020118,NOM_PROD020118,DES_PROD020118,4,3,451,3,4633,0,3922,18.14,N,428,541,A
PROD020119,NOM_PROD020119,DES_PROD020119,5,2,440,3,4930,0,4346,13.44,N,418,528,I
PROD020120,NOM_PROD020120,DES_PROD020120,2,2,216,4,3025,0,2535,19.35,S,205,259,A
PROD020121,NOM_PROD020121,DES_PROD020121,3,2,348,4,4996,0,4286,16.57,S,330,417,A
PROD020122,NOM_PROD020122,DES_PROD020122,2,2,53,3,3170,0,2745,15.51,S,50,63,I
PROD020123,NOM_PROD020123,DES_PROD020123,4,3,81,4,3316,0,2881,15.1,N,76,97,I
PROD020124,NOM_PROD020124,DES_PROD020124,4,2,344,1,5518,0,4709,17.2,S,326,412,I
PROD020125,NOM_PROD020125,DES_PROD020125,1,3,199,5,4090,0,3620,12.99,S,189,238,I
PROD020126,NOM_PROD020126,DES_PROD020126,5,3,231,5,3084,0,2681,15.05,N,219,277,A
PROD020127,NOM_PROD020127,DES_PROD020127,1,1,289,5,5679,0,4945,14.85,S,274,346,A
PROD020128,NOM_PROD020128,DES_PROD020128,5,3,374,2,5248,0,4756,10.36,S,355,448,I
PROD020129,NOM_PROD020129,DES_PROD020129,5,3,367,2,4629,0,3877,19.41,N,348,440,I
PROD020130,NOM_PROD020130,DES_PROD020130,2,3,48,5,4960,0,4359,13.79,S,45,57,I
PROD020131,NOM_PROD020131,DES_PROD020131,3,2,436,1,4574,0,3951,15.79,S,414,523,I
PROD020132,NOM_PROD020132,DES_PROD020132,3,3,417,3,2299,0,1947,18.09,S,396,500,A
PROD020133,NOM_PROD020133,DES_PROD020133,1,3,265,3,5209,0,4458,16.86,S,251,318,A
PROD020134,NOM_PROD020134,DES_PROD020134,3,1,90,4,3546,0,3050,16.28,S,85,108,A
PROD020135,NOM_PROD020135,DES_PROD020135,5,2,267,2,2469,0,2230,10.75,S,253,320,I
PROD020136,NOM_PROD020136,DES_PROD020136,4,1,135,1,3436,0,2920,17.68,S,128,162,A
PROD020137,NOM_PROD020137,DES_PROD020137,3,2,161,1,4914,0,4323,13.68,N,152,193,I
PROD020138,NOM_PROD020138,DES_PROD020138,5,3,197,3,5539,0,4841,14.42,S,187,236,A
PROD020139,NOM_PROD020139,DES_PROD020139,2,1,250,5,5565,0,4955,12.32,S,237,300,I
PROD020140,NOM_PROD020140,DES_PROD020140,3,3,329,2,4707,0,4134,13.87,N,312,394,A
PROD020141,NOM_PROD020141,DES_PROD020141,3,1,406,4,4040,0,3492,15.7,N,385,487,I
PROD020142,NOM_PROD020142,DES_PROD020142,5,3,91,1,3898,0,3505,11.24,S,86,109,I
PROD020143,NOM_PROD020143,DES_PROD020143,4,2,448,4,5204,0,4463,16.62,N,425,537,A
PROD020144,NOM_PROD020144,DES_PROD020144,2,2,164,2,4620,0,3954,16.86,S,155,196,I
PROD020145,NOM_PROD020145,DES_PROD020145,5,1,54,1,5640,0,4858,16.11,N,51,64,I
PROD020146,NOM_PROD020146,DES_PROD020146,4,2,369,5,5496,0,4991,10.13,N,350,442,I
PROD020147,NOM_PROD020147,DES_PROD020147,3,1,445,1,4519,0,3806,18.74,N,422,534,I
PROD020148,NOM_PROD020148,DES_PROD020148,2,1,84,5,5735,0,4797,19.56,N,79,100,A
PROD020149,NOM_PROD020149,DES_PROD020149,3,3,169,2,4757,0,3987,19.33,N,160,202,I
PROD020150,NOM_PROD020150,DES_PROD020150,5,3,208,3,4934,0,4254,15.99,N,197,249,I
PROD020151,NOM_PROD020151,DES_PROD020151,2,1,366,5,2376,0,2042,16.4,S,347,439,A
PROD020152,NOM_PROD020152,DES_PROD020152,2,2,389,4,2905,0,2426,19.75,S,369,466,A
PROD020153,NOM_PROD020153,DES_PROD020153,1,3,292,4,2661,0,2241,18.75,N,277,350,I
PROD020154,NOM_PROD020154,DES_PROD020154,4,3,351,5,4896,0,4201,16.55,N,333,421,I
PROD020155,NOM_PROD020155,DES_PROD020155,3,3,362,2,4549,0,4007,13.54,N,343,434,A
PROD020156,NOM_PROD020156,DES_PROD020156,2,3,91,5,3606,0,3106,16.1,N,86,109,I
PROD020157,NOM_PROD020157,DES_PROD020157,4,1,214,4,4540,0,3864,17.52,S,203,256,I
PROD020158,NOM_PROD020158,DES_PROD020158,3,2,493,2,3079,0,2757,11.68,S,468,591,I
PROD020159,NOM_PROD020159,DES_PROD020159,2,1,353,4,3928,0,3383,16.13,N,335,423,I
PROD020160,NOM_PROD020160,DES_PROD020160,3,1,124,2,4020,0,3542,13.5,S,117,148,I
PROD020161,NOM_PROD020161,DES_PROD020161,5,2,118,5,5301,0,4641,14.23,N,112,141,A
PROD020162,NOM_PROD020162,DES_PROD020162,3,3,94,2,3998,0,3526,13.39,S,89,112,A
PROD020163,NOM_PROD020163,DES_PROD020163,5,1,189,4,3418,0,2870,19.1,S,179,226,A
PROD020164,NOM_PROD020164,DES_PROD020164,1,1,365,4,5078,0,4284,18.54,N,346,438,A
PROD020165,NOM_PROD020165,DES_PROD020165,3,3,473,1,4533,0,3819,18.72,N,449,567,A
PROD020166,NOM_PROD020166,DES_PROD020166,1,2,367,4,3659,0,3195,14.54,N,348,440,I
PROD020167,NOM_PROD020167,DES_PROD020167,5,3,175,5,2237,0,2023,10.59,N,166,210,A
PROD020168,NOM_PROD020168,DES_PROD020168,3,1,117,1,2844,0,2567,10.81,N,111,140,I
PROD020169,NOM_PROD020169,DES_PROD020169,4,2,332,2,5585,0,4823,15.82,N,315,398,I
PROD020170,NOM_PROD020170,DES_PROD020170,2,2,223,4,3764,0,3220,16.91,N,211,267,A
PROD020171,NOM_PROD020171,DES_PROD020171,5,2,304,3,3527,0,3033,16.3,N,288,364,A
PROD020172,NOM_PROD020172,DES_PROD020172,3,1,120,4,4020,0,3462,16.14,N,114,144,A
PROD020173,NOM_PROD020173,DES_PROD020173,3,3,127,2,2511,0,2101,19.55,N,120,152,I
PROD020174,NOM_PROD020174,DES_PROD020174,5,2,333,3,5075,0,4257,19.23,S,316,399,A
PROD020175,NOM_PROD020175,DES_PROD020175,5,2,84,5,5516,0,4790,15.16,S,79,100,A
PROD020176,NOM_PROD020176,DES_PROD020176,2,1,377,1,3919,0,3458,13.36,N,358,452,I
PROD020177,NOM_PROD020177,DES_PROD020177,3,1,100,4,4518,0,3767,19.96,S,95,120,A
PROD020178,NOM_PROD020178,DES_PROD020178,2,2,155,1,5055,0,4437,13.93,N,147,186,I
PROD020179,NOM_PROD020179,DES_PROD020179,2,2,485,1,3153,0,2799,12.67,S,460,582,I
PROD020180,NOM_PROD020180,DES_PROD020180,4,2,84,5,3134,0,2841,10.32,S,79,100,A
PROD020181,NOM_PROD020181,DES_PROD020181,2,3,442,1,3242,0,2742,18.24,N,419,530,A
PROD020182,NOM_PROD020182,DES_PROD020182,2,2,427,3,2757,0,2329,18.38,N,405,512,A
PROD020183,NOM_PROD020183,DES_PROD020183,5,2,423,2,3370,0,3042,10.8,N,401,507,A
PROD020184,NOM_PROD020184,DES_PROD020184,4,1,438,1,3540,0,3114,13.69,N,416,525,A
PROD020185,NOM_PROD020185,DES_PROD020185,3,1,179,2,3071,0,2714,13.18,S,170,214,A
PROD020186,NOM_PROD020186,DES_PROD020186,1,1,119,4,3919,0,3366,16.44,S,113,142,A
PROD020187,NOM_PROD020187,DES_PROD020187,5,2,78,3,2701,0,2263,19.36,S,74,93,A
PROD020188,NOM_PROD020188,DES_PROD020188,1,3,103,1,5174,0,4533,14.15,N,97,123,I
PROD020189,NOM_PROD020189,DES_PROD020189,2,3,306,3,4431,0,3877,14.31,N,290,367,I
PROD020190,NOM_PROD020190,DES_PROD020190,4,3,41,4,4534,0,3861,17.44,N,38,49,A
PROD020191,NOM_PROD020191,DES_PROD020191,1,3,271,3,2091,0,1901,10.04,N,257,325,A
PROD020192,NOM_PROD020192,DES_PROD020192,5,2,69,3,5643,0,4953,13.94,S,65,82,A
PROD020193,NOM_PROD020193,DES_PROD020193,2,2,290,1,3985,0,3446,15.67,N,275,348,I
PROD020194,NOM_PROD020194,DES_PROD020194,2,3,376,1,2959,0,2503,18.23,S,357,451,A
PROD020195,NOM_PROD020195,DES_PROD020195,5,3,197,1,2823,0,2383,18.49,N,187,236,I
PROD020196,NOM_PROD020196,DES_PROD020196,5,2,485,1,4328,0,3797,14.01,S,460,582,A
PROD020197,NOM_PROD020197,DES_PROD020197,4,1,204,1,2653,0,2283,16.23,N,193,244,A
PROD020198,NOM_PROD020198,DES_PROD020198,4,3,27,3,5180,0,4349,19.12,S,25,32,A
PROD020199,NOM_PROD020199,DES_PROD020199,2,3,495,5,2712,0,2337,16.07,N,470,594,I
PROD020200,NOM_PROD020200,DES_PROD020200,4,2,115,3,3097,0,2765,12.04,N,109,138,A
PROD020201,NOM_PROD020201,DES_PROD020201,5,2,209,5,4085,0,3532,15.66,N,198,250,I
PROD020202,NOM_PROD020202,DES_PROD020202,1,1,59,1,2388,0,2050,16.52,N,56,70,A
PROD020203,NOM_PROD020203,DES_PROD020203,2,3,371,2,5420,0,4753,14.04,S,352,445,A
PROD020204,NOM_PROD020204,DES_PROD020204,2,3,332,1,3529,0,3180,11.0,N,315,398,A
PROD020205,NOM_PROD020205,DES_PROD020205,3,2,108,3,2648,0,2217,19.46,N,102,129,A
PROD020206,NOM_PROD020206,DES_PROD020206,4,3,200,2,4114,0,3470,18.57,S,190,240,A
PROD020207,NOM_PROD020207,DES_PROD020207,5,3,113,2,3102,0,2660,16.63,N,107,135,A
PROD020208,NOM_PROD020208,DES_PROD020208,2,2,413,4,5680,0,4787,18.67,S,392,495,A
PROD020209,NOM_PROD020209,DES_PROD020209,1,2,230,5,4786,0,4265,12.23,S,218,276,A
PROD020210,NOM_PROD020210,DES_PROD020210,1,3,492,4,5676,0,4839,17.31,N,467,590,A
PROD020211,NOM_PROD020211,DES_PROD020211,4,3,42,2,4029,0,3421,17.8,S,39,50,I
PROD020212,NOM_PROD020212,DES_PROD020212,4,3,169,5,2948,0,2672,10.35,N,160,202,I
PROD020213,NOM_PROD020213,DES_PROD020213,1,2,100,3,3588,0,3141,14.26,S,95,120,I
PROD020214,NOM_PROD020214,DES_PROD020214,4,3,432,5,4831,0,4108,17.6,S,410,518,I
PROD020215,NOM_PROD020215,DES_PROD020215,5,1,126,1,5392,0,4517,19.38,N,119,151,I
PROD020216,NOM_PROD020216,DES_PROD020216,2,2,416,2,4867,0,4170,16.73,S,395,499,A
PROD020217,NOM_PROD020217,DES_PROD020217,1,2,482,3,4183,0,3489,19.91,N,457,578,I
PROD020218,NOM_PROD020218,DES_PROD020218,5,1,381,1,2577,0,2241,15.0,N,361,457,I
PROD020219,NOM_PROD020219,DES_PROD020219,3,3,282,5,2790,0,2455,13.68,N,267,338,A
PROD020220,NOM_PROD020220,DES_PROD020220,4,3,353,3,3075,0,2712,13.4,S,335,423,I
PROD020221,NOM_PROD020221,DES_PROD020221,1,2,152,5,3564,0,3009,18.45,N,144,182,A
PROD020222,NOM_PROD020222,DES_PROD020222,1,3,192,1,5931,0,4983,19.03,S,182,230,I
PROD020223,NOM_PROD020223,DES_PROD020223,2,1,434,1,4292,0,3710,15.71,S,412,520,I
PROD020224,NOM_PROD020224,DES_PROD020224,2,1,55,4,3445,0,3043,13.24,N,52,66,A
PROD020225,NOM_PROD020225,DES_PROD020225,5,3,155,3,2729,0,2358,15.77,S,147,186,I
PROD020226,NOM_PROD020226,DES_PROD020226,2,3,499,5,5778,0,4985,15.91,N,474,598,A
PROD020227,NOM_PROD020227,DES_PROD020227,3,2,304,3,3183,0,2722,16.95,S,288,364,I
PROD020228,NOM_PROD020228,DES_PROD020228,5,3,175,1,2933,0,2513,16.74,S,166,210,I
PROD020229,NOM_PROD020229,DES_PROD020229,1,1,206,1,4217,0,3616,16.63,S,195,247,A
PROD020230,NOM_PROD020230,DES_PROD020230,4,1,363,5,2730,0,2325,17.44,N,344,435,I
PROD020231,NOM_PROD020231,DES_PROD020231,4,1,468,5,4332,0,3690,17.42,S,444,561,I
PROD020232,NOM_PROD020232,DES_PROD020232,2,2,222,1,2817,0,2414,16.72,S,210,266,A
PROD020233,NOM_PROD020233,DES_PROD020233,4,2,119,3,3570,0,2992,19.34,S,113,142,I
PROD020234,NOM_PROD020234,DES_PROD020234,3,1,462,5,4216,0,3749,12.47,S,438,554,I
PROD020235,NOM_PROD020235,DES_PROD020235,1,3,302,3,5496,0,4633,18.63,S,286,362,A
PROD020236,NOM_PROD020236,DES_PROD020236,3,2,176,5,4519,0,3948,14.48,N,167,211,I
PROD020237,NOM_PROD020237,DES_PROD020237,1,3,251,3,2626,0,2222,18.2,N,238,301,A
PROD020238,NOM_PROD020238,DES_PROD020238,5,2,304,4,4587,0,3852,19.09,S,288,364,I
PROD020239,NOM_PROD020239,DES_PROD020239,5,2,38,4,2309,0,1999,15.52,S,36,45,I
PROD020240,NOM_PROD020240,DES_PROD020240,2,1,259,4,4450,0,3885,14.55,N,246,310,A
PROD020241,NOM_PROD020241,DES_PROD020241,3,1,363,2,2917,0,2516,15.97,S,344,435,A
PROD020242,NOM_PROD020242,DES_PROD020242,5,3,323,1,5312,0,4621,14.97,S,306,387,I
PROD020243,NOM_PROD020243,DES_PROD020243,1,3,60,5,3358,0,2860,17.43,S,57,72,A
PROD020244,NOM_PROD020244,DES_PROD020244,1,2,186,2,5866,0,4900,19.72,N,176,223,I
PROD020245,NOM_PROD020245,DES_PROD020245,1,2,34,4,3691,0,3090,19.47,S,32,40,I
PROD020246,NOM_PROD020246,DES_PROD020246,5,3,497,3,3802,0,3437,10.64,S,472,596,I
PROD020247,NOM_PROD020247,DES_PROD020247,3,3,365,2,3396,0,3046,11.52,S,346,438,I
PROD020248,NOM_PROD020248,DES_PROD020248,3,2,3,5,5175,0,4598,12.55,N,2,3,A
PROD020249,NOM_PROD020249,DES_PROD020249,5,1,313,1,4241,0,3587,18.25,S,297,375,I
PROD020250,NOM_PROD020250,DES_PROD020250,4,2,175,3,3475,0,2962,17.34,S,166,210,I
PROD020251,NOM_PROD020251,DES_PROD020251,1,2,448,2,3333,0,2839,17.43,N,425,537,A
PROD020252,NOM_PROD020252,DES_PROD020252,2,1,83,1,3757,0,3337,12.59,N,78,99,I
PROD020253,NOM_PROD020253,DES_PROD020253,4,1,72,5,3008,0,2628,14.48,S,68,86,A
PROD020254,NOM_PROD020254,DES_PROD020254,5,2,297,4,3593,0,3017,19.11,S,282,356,A
PROD020255,NOM_PROD020255,DES_PROD020255,1,2,165,2,3442,0,2955,16.5,N,156,198,A
PROD020256,NOM_PROD020256,DES_PROD020256,1,1,322,3,5384,0,4492,19.87,S,305,386,I
PROD020257,NOM_PROD020257,DES_PROD020257,1,1,224,2,2675,0,2322,15.22,N,212,268,A
PROD020258,NOM_PROD020258,DES_PROD020258,5,3,281,1,4794,0,4092,17.17,N,266,337,A
PROD020259,NOM_PROD020259,DES_PROD020259,3,2,174,5,2464,0,2135,15.41,S,165,208,A
