codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD060020,NOM_PROD060020,DES_PROD060020,4,2,349,5,5680,0,4753,19.52,N,331,418,I
PROD060021,NOM_PROD060021,DES_PROD060021,1,3,376,1,4730,0,4253,11.23,N,357,451,I
PROD060022,NOM_PROD060022,DES_PROD060022,2,2,182,3,2264,0,1994,13.58,N,172,218,A
PROD060023,NOM_PROD060023,DES_PROD060023,4,1,279,3,2879,0,2594,11.02,S,265,334,A
PROD060024,NOM_PROD060024,DES_PROD060024,1,3,436,4,4005,0,3613,10.86,N,414,523,I
PROD060025,NOM_PROD060025,DES_PROD060025,3,2,72,1,3377,0,2983,13.22,N,68,86,I
PROD060026,NOM_PROD060026,DES_PROD060026,4,1,79,2,2797,0,2364,18.34,S,75,94,I
PROD060027,NOM_PROD060027,DES_PROD060027,5,1,102,2,5005,0,4393,13.94,S,96,122,A
PROD060028,NOM_PROD060028,DES_PROD060028,5,3,90,2,3893,0,3287,18.46,S,85,108,I
PROD060029,NOM_PROD060029,DES_PROD060029,4,1,438,3,4226,0,3684,14.72,N,416,525,I
PROD060030,NOM_PROD060030,DES_PROD060030,1,3,11,3,3122,0,2627,18.86,S,10,13,I
PROD060031,NOM_PROD060031,DES_PROD060031,5,3,202,1,2773,0,2402,15.48,S,191,242,A
PROD060032,NOM_PROD060032,DES_PROD060032,4,1,78,2,3090,0,2678,15.41,S,74,93,I
PROD060033,NOM_PROD060033,DES_PROD060033,1,1,65,1,3792,0,3197,18.63,S,61,78,I
PROD060034,NOM_PROD060034,DES_PROD060034,4,2,304,1,3963,0,3331,18.98,S,288,364,A
PROD060035,NOM_PROD060035,DES_PROD060035,5,2,324,4,2488,0,2228,11.67,S,307,388,I
PROD060036,NOM_PROD060036,DES_PROD060036,4,3,359,4,4208,0,3795,10.9,S,341,430,I
PROD060037,NOM_PROD060037,DES_PROD060037,2,2,486,4,3254,0,2893,12.48,N,461,583,A
PROD060038,NOM_PROD060038,DES_PROD060038,4,1,184,2,2526,0,2151,17.48,N,174,220,I
PROD060039,NOM_PROD060039,DES_PROD060039,4,1,422,5,4283,0,3788,13.09,S,400,506,A
PROD060040,NOM_PROD060040,DES_PROD060040,1,2,11,1,4008,0,3445,16.37,S,10,13,I
PROD060041,NOM_PROD060041,DES_PROD060041,5,2,186,4,4557,0,4095,11.29,N,176,223,A
PROD060042,NOM_PROD060042,DES_PROD060042,1,2,92,3,5826,0,4985,16.89,S,87,110,A
PROD060043,NOM_PROD060043,DES_PROD060043,4,2,358,3,5702,0,4829,18.08,N,340,429,I
PROD060044,NOM_PROD060044,DES_PROD060044,4,3,284,4,2345,0,2002,17.18,S,269,340,I
PROD060045,NOM_PROD060045,DES_PROD060045,3,1,202,1,4992,0,4504,10.84,S,191,242,A
PROD060046,NOM_PROD060046,DES_PROD060046,2,1,316,2,5272,0,4643,13.55,S,300,379,A
PROD060047,NOM_PROD060047,DES_PROD060047,4,1,452,2,5433,0,4799,13.22,S,429,542,I
PROD060048,NOM_PROD060048,DES_PROD060048,5,1,438,2,3545,0,3060,15.86,N,416,525,I
PROD060049,NOM_PROD060049,DES_PROD060049,1,3,282,5,3574,0,3131,14.17,S,267,338,A
PROD060050,NOM_PROD060050,DES_PROD060050,2,3,203,1,3077,0,2762,11.42,N,192,243,A
PROD060051,NOM_PROD060051,DES_PROD060051,2,3,436,1,3858,0,3276,17.78,S,414,523,I
PROD060052,NOM_PROD060052,DES_PROD060052,5,3,160,2,5735,0,4836,18.61,N,152,192,I
PROD060053,NOM_PROD060053,DES_PROD060053,3,3,241,4,2947,0,2459,19.88,N,228,289,A
PROD060054,NOM_PROD060054,DES_PROD060054,3,1,151,2,5023,0,4249,18.23,S,143,181,A
PROD060055,NOM_PROD060055,DES_PROD060055,2,2,307,4,4101,0,3438,19.3,S,291,368,I
PROD060056,NOM_PROD060056,DES_PROD060056,3,3,334,2,2711,0,2341,15.81,S,317,400,A
PROD060057,NOM_PROD060057,DES_PROD060057,1,2,485,2,3864,0,3355,15.19,S,460,582,A
PROD060058,NOM_PROD060058,DES_PROD060058,2,1,172,2,2947,0,2484,18.65,N,163,206,A
PROD060059,NOM_PROD060059,DES_PROD060059,2,1,122,3,3194,0,2700,18.31,N,115,146,I
PROD060060,NOM_PROD060060,DES_PROD060060,1,2,178,4,3784,0,3256,16.24,N,169,213,A
PROD060061,NOM_PROD060061,DES_PROD060061,4,2,386,1,2170,0,1907,13.83,N,366,463,A
PROD060062,NOM_PROD060062,DES_PROD060062,1,3,41,1,3141,0,2793,12.47,S,38,49,A
PROD060063,NOM_PROD060063,DES_PROD060063,4,2,207,3,2635,0,2343,12.5,S,196,248,I
PROD060064,NOM_PROD060064,DES_PROD060064,1,3,26,1,4691,0,3947,18.87,S,24,31,A
PROD060065,NOM_PROD060065,DES_PROD060065,3,1,205,1,5702,0,4900,16.37,S,194,246,A
PROD060066,NOM_PROD060066,DES_PROD060066,4,1,368,4,3395,0,2985,13.74,S,349,441,I
PROD060067,NOM_PROD060067,DES_PROD060067,2,1,441,5,5874,0,4966,18.3,N,418,529,A
PROD060068,NOM_PROD060068,DES_PROD060068,1,3,236,3,3033,0,2636,15.09,S,224,283,I
PROD060069,NOM_PROD060069,DES_PROD060069,2,2,105,2,4026,0,3356,19.98,S,99,126,A
PROD060070,NOM_PROD060070,DES_PROD060070,1,2,3,2,3925,0,3352,17.1,S,2,3,I
PROD060071,NOM_PROD060071,DES_PROD060071,4,3,38,2,4493,0,3747,19.92,N,36,45,I
PROD060072,NOM_PROD060072,DES_PROD060072,4,1,437,3,5485,0,4727,16.04,N,415,524,I
PROD060073,NOM_PROD060073,DES_PROD060073,2,2,373,5,2333,0,2014,15.85,S,354,447,A
PROD060074,NOM_PROD060074,DES_PROD060074,2,3,6,1,4053,0,3546,14.31,S,5,7,A
PROD060075,NOM_PROD060075,DES_PROD060075,4,1,288,5,2552,0,2166,17.83,N,273,345,A
PROD060076,NOM_PROD060076,DES_PROD060076,1,1,204,4,5436,0,4872,11.59,S,193,244,A
PROD060077,NOM_PROD060077,DES_PROD060077,1,3,469,1,4616,0,3986,15.82,N,445,562,A
PROD060078,NOM_PROD060078,DES_PROD060078,3,2,161,4,5089,0,4454,14.26,S,152,193,I
PROD060079,NOM_PROD060079,DES_PROD060079,3,1,247,3,5902,0,4977,18.6,S,234,296,A
PROD060080,NOM_PROD060080,DES_PROD060080,2,3,373,2,4047,0,3448,17.38,S,354,447,I
PROD060081,NOM_PROD060081,DES_PROD060081,4,3,91,5,5016,0,4422,13.45,S,86,109,I
PROD060082,NOM_PROD060082,DES_PROD060082,2,2,88,4,3318,0,2880,15.24,S,83,105,I
PROD060083,NOM_PROD060083,DES_PROD060083,4,2,211,4,5257,0,4489,17.13,N,200,253,A
PROD060084,NOM_PROD060084,DES_PROD060084,1,3,120,4,4008,0,3522,13.81,N,114,144,A
PROD060085,NOM_PROD060085,DES_PROD060085,3,2,106,5,4415,0,3850,14.68,N,100,127,A
PROD060086,NOM_PROD060086,DES_PROD060086,2,3,370,3,3549,0,3180,11.62,N,351,444,I
PROD060087,NOM_PROD060087,DES_PROD060087,2,3,180,4,4511,0,3827,17.88,S,171,216,I
PROD060088,NOM_PROD060088,DES_PROD060088,4,2,486,3,2686,0,2248,19.51,S,461,583,A
PROD060089,NOM_PROD060089,DES_PROD060089,4,3,256,1,4821,0,4329,11.37,N,243,307,I
PROD060090,NOM_PROD060090,DES_PROD060090,4,2,377,5,5262,0,4622,13.85,S,358,452,I
PROD060091,NOM_PROD060091,DES_PROD060091,3,2,40,1,3337,0,2800,19.2,S,38,48,A
PROD060092,NOM_PROD060092,DES_PROD060092,4,2,400,4,4430,0,3720,19.11,S,380,480,A
PROD060093,NOM_PROD060093,DES_PROD060093,1,2,401,4,3405,0,2983,14.16,N,380,481,I
PROD060094,NOM_PROD060094,DES_PROD060094,4,1,370,4,5489,0,4967,10.52,N,351,444,A
PROD060095,NOM_PROD060095,DES_PROD060095,5,2,433,5,4712,0,3977,18.49,S,411,519,A
PROD060096,NOM_PROD060096,DES_PROD060096,2,2,494,4,4962,0,4252,16.7,S,469,592,I
PROD060097,NOM_PROD060097,DES_PROD060097,2,3,6,1,4512,0,3815,18.27,S,5,7,I
PROD060098,NOM_PROD060098,DES_PROD060098,2,2,153,2,2407,0,2168,11.04,S,145,183,I
PROD060099,NOM_PROD060099,DES_PROD060099,3,2,199,3,5262,0,4620,13.9,N,189,238,I
PROD060100,NOM_PROD060100,DES_PROD060100,1,3,91,2,5473,0,4717,16.04,S,86,109,I
PROD060101,NOM_PROD060101,DES_PROD060101,4,2,255,2,3757,0,3195,17.61,N,242,306,I
PROD060102,NOM_PROD060102,DES_PROD060102,4,1,258,2,3223,0,2862,12.64,N,245,309,I
PROD060103,NOM_PROD060103,DES_PROD060103,5,2,303,3,3134,0,2747,14.1,N,287,363,A
PROD060104,NOM_PROD060104,DES_PROD060104,4,2,414,4,2193,0,1974,11.13,S,393,496,A
PROD060105,NOM_PROD060105,DES_PROD060105,4,3,433,2,5271,0,4734,11.36,N,411,519,A
PROD060106,NOM_PROD060106,DES_PROD060106,3,3,335,5,3662,0,3301,10.94,N,318,402,A
PROD060107,NOM_PROD060107,DES_PROD060107,5,1,177,4,4778,0,4235,12.84,S,168,212,I
PROD060108,NOM_PROD060108,DES_PROD060108,3,1,296,4,2638,0,2219,18.92,S,281,355,A
PROD060109,NOM_PROD060109,DES_PROD060109,3,1,221,4,5334,0,4552,17.2,N,209,265,I
PROD060110,NOM_PROD060110,DES_PROD060110,3,1,463,5,3075,0,2624,17.2,N,439,555,I
PROD060111,NOM_PROD060111,DES_PROD060111,3,3,214,2,5308,0,4713,12.64,N,203,256,I
PROD060112,NOM_PROD060112,DES_PROD060112,3,3,92,3,2253,0,2014,11.91,N,87,110,I
PROD060113,NOM_PROD060113,DES_PROD060113,4,1,201,1,5500,0,4800,14.6,N,190,241,I
PROD060114,NOM_PROD060114,DES_PROD060114,3,1,89,2,4173,0,3566,17.04,N,84,106,I
PROD060115,NOM_PROD060115,DES_PROD060115,3,2,77,1,2222,0,1908,16.47,N,73,92,I
PROD060116,NOM_PROD060116,DES_PROD060116,2,1,280,3,4352,0,3802,14.47,N,266,336,I
PROD060117,NOM_PROD060117,DES_PROD060117,1,1,196,2,2698,0,2295,17.6,N,186,235,I
PROD060118,NOM_PROD060118,DES_PROD060118,4,3,118,3,4901,0,4143,18.31,N,112,141,A
PROD060119,NOM_PROD060119,DES_PROD060119,2,3,44,4,5589,0,4667,19.77,N,41,52,A
PROD060120,NOM_PROD060120,DES_PROD060120,4,3,63,4,4437,0,3798,16.83,S,59,75,A
PROD060121,NOM_PROD060121,DES_PROD060121,3,1,478,2,5694,0,4965,14.7,S,454,573,A
PROD060122,NOM_PROD060122,DES_PROD060122,5,2,342,1,5192,0,4417,17.55,N,324,410,A
PROD060123,NOM_PROD060123,DES_PROD060123,2,3,498,1,2693,0,2265,18.94,N,473,597,I
PROD060124,NOM_PROD060124,DES_PROD060124,2,1,462,5,5870,0,4990,17.65,S,438,554,A
PROD060125,NOM_PROD060125,DES_PROD060125,2,1,342,5,4276,0,3830,11.65,S,324,410,I
PROD060126,NOM_PROD060126,DES_PROD060126,3,2,444,4,5143,0,4306,19.45,S,421,532,I
PROD060127,NOM_PROD060127,DES_PROD060127,5,3,191,1,4815,0,4127,16.68,S,181,229,A
PROD060128,NOM_PROD060128,DES_PROD060128,5,1,82,3,2909,0,2545,14.34,N,77,98,A
PROD060129,NOM_PROD060129,DES_PROD060129,2,2,454,3,3858,0,3431,12.45,N,431,544,I
PROD060130,NOM_PROD060130,DES_PROD060130,1,2,11,1,5528,0,4772,15.86,S,10,13,I
PROD060131,NOM_PROD060131,DES_PROD060131,1,3,8,3,3040,0,2614,16.3,N,7,9,A
PROD060132,NOM_PROD060132,DES_PROD060132,2,3,59,1,3458,0,2957,16.96,S,56,70,I
PROD060133,NOM_PROD060133,DES_PROD060133,1,2,20,4,5001,0,4384,14.08,N,19,24,I
PROD060134,NOM_PROD060134,DES_PROD060134,1,1,358,3,5498,0,4833,13.76,S,340,429,A
PROD060135,NOM_PROD060135,DES_PROD060135,1,3,318,4,3287,0,2968,10.75,N,302,381,I
PROD060136,NOM_PROD060136,DES_PROD060136,3,2,267,3,2659,0,2394,11.07,N,253,320,A
PROD060137,NOM_PROD060137,DES_PROD060137,2,3,369,1,2223,0,2007,10.8,S,350,442,I
PROD060138,NOM_PROD060138,DES_PROD060138,3,2,404,3,3279,0,2977,10.17,S,383,484,A
PROD060139,NOM_PROD060139,DES_PROD060139,3,2,186,2,2358,0,2041,15.54,S,176,223,I
PROD060140,NOM_PROD060140,DES_PROD060140,4,3,68,4,5474,0,4775,14.64,N,64,81,I
PROD060141,NOM_PROD060141,DES_PROD060141,1,1,105,4,2951,0,2477,19.15,N,99,126,A
PROD060142,NOM_PROD060142,DES_PROD060142,3,2,264,3,2602,0,2184,19.15,N,250,316,I
PROD060143,NOM_PROD060143,DES_PROD060143,4,3,363,1,3980,0,3487,14.15,S,344,435,I
PROD060144,NOM_PROD060144,DES_PROD060144,5,3,117,4,5040,0,4278,17.83,S,111,140,A
PROD060145,NOM_PROD060145,DES_PROD060145,3,1,157,2,5011,0,4402,13.85,N,149,188,A
PROD060146,NOM_PROD060146,DES_PROD060146,5,3,210,4,2329,0,2046,13.85,N,199,252,A
PROD060147,NOM_PROD060147,DES_PROD060147,1,3,435,4,3025,0,2694,12.29,S,413,522,I
PROD060148,NOM_PROD060148,DES_PROD060148,1,3,324,4,2790,0,2504,11.43,S,307,388,A
PROD060149,NOM_PROD060149,DES_PROD060149,4,1,255,3,4470,0,3779,18.3,S,242,306,I
PROD060150,NOM_PROD060150,DES_PROD060150,1,3,496,3,4192,0,3626,15.61,S,471,595,I
PROD060151,NOM_PROD060151,DES_PROD060151,5,3,294,2,4656,0,4119,13.06,S,279,352,A
PROD060152,NOM_PROD060152,DES_PROD060152,4,3,426,2,2457,0,2157,13.93,S,404,511,I
PROD060153,NOM_PROD060153,DES_PROD060153,4,1,166,5,3087,0,2802,10.18,N,157,199,A
PROD060154,NOM_PROD060154,DES_PROD060154,3,1,19,5,3732,0,3207,16.4,S,18,22,I
PROD060155,NOM_PROD060155,DES_PROD060155,5,3,320,5,4201,0,3795,10.71,S,304,384,A
PROD060156,NOM_PROD060156,DES_PROD060156,4,3,332,3,2807,0,2449,14.62,S,315,398,A
PROD060157,NOM_PROD060157,DES_PROD060157,1,3,263,1,4716,0,4122,14.43,S,249,315,I
PROD060158,NOM_PROD060158,DES_PROD060158,4,2,250,1,4002,0,3525,13.54,S,237,300,I
PROD060159,NOM_PROD060159,DES_PROD060159,1,2,223,1,2762,0,2481,11.36,S,211,267,A
PROD060160,NOM_PROD060160,DES_PROD060160,1,1,130,5,3834,0,3208,19.54,N,123,156,I
PROD060161,NOM_PROD060161,DES_PROD060161,4,1,127,5,5188,0,4483,15.74,S,120,152,A
PROD060162,NOM_PROD060162,DES_PROD060162,1,3,267,2,2730,0,2443,11.75,S,253,320,A
PROD060163,NOM_PROD060163,DES_PROD060163,3,1,396,2,3624,0,3105,16.73,S,376,475,I
PROD060164,NOM_PROD060164,DES_PROD060164,3,1,496,3,4870,0,4194,16.14,S,471,595,I
PROD060165,NOM_PROD060165,DES_PROD060165,3,2,177,4,4210,0,3765,11.84,N,168,212,I
PROD060166,NOM_PROD060166,DES_PROD060166,2,2,45,3,2585,0,2280,13.38,S,42,54,I
PROD060167,NOM_PROD060167,DES_PROD060167,2,1,184,1,2504,0,2141,16.96,N,174,220,I
PROD060168,NOM_PROD060168,DES_PROD060168,5,1,389,2,5684,0,4889,16.27,S,369,466,A
PROD060169,NOM_PROD060169,DES_PROD060169,1,2,6,5,4849,0,4106,18.11,S,5,7,I
PROD060170,NOM_PROD060170,DES_PROD060170,3,2,408,2,3604,0,3055,18.0,N,387,489,I
PROD060171,NOM_PROD060171,DES_PROD060171,2,2,389,5,3013,0,2587,16.5,S,369,466,A
PROD060172,NOM_PROD060172,DES_PROD060172,4,3,481,1,5171,0,4532,14.1,S,456,577,I
PROD060173,NOM_PROD060173,DES_PROD060173,5,1,118,3,5006,0,4246,17.92,S,112,141,A
PROD060174,NOM_PROD060174,DES_PROD060174,2,2,195,4,2939,0,2498,17.69,N,185,234,I
PROD060175,NOM_PROD060175,DES_PROD060175,4,2,250,4,5688,0,4994,13.91,S,237,300,A
PROD060176,NOM_PROD060176,DES_PROD060176,4,3,408,1,4000,0,3436,16.43,N,387,489,A
PROD060177,NOM_PROD060177,DES_PROD060177,3,2,46,1,3217,0,2813,14.37,S,43,55,I
PROD060178,NOM_PROD060178,DES_PROD060178,2,2,494,2,4256,0,3695,15.19,S,469,592,I
PROD060179,NOM_PROD060179,DES_PROD060179,3,1,40,2,5569,0,4779,16.54,S,38,48,I
PROD060180,NOM_PROD060180,DES_PROD060180,1,3,100,5,3007,0,2699,11.43,N,95,120,A
PROD060181,NOM_PROD060181,DES_PROD060181,3,2,481,1,3039,0,2636,15.3,N,456,577,I
PROD060182,NOM_PROD060182,DES_PROD060182,4,1,419,3,3812,0,3393,12.36,S,398,502,A
PROD060183,NOM_PROD060183,DES_PROD060183,1,1,77,2,4951,0,4455,11.14,N,73,92,A
PROD060184,NOM_PROD060184,DES_PROD060184,2,1,98,1,3057,0,2666,14.67,N,93,117,I
PROD060185,NOM_PROD060185,DES_PROD060185,3,2,307,5,4003,0,3481,15.01,N,291,368,A
PROD060186,NOM_PROD060186,DES_PROD060186,3,1,327,2,2323,0,1942,19.66,S,310,392,I
PROD060187,NOM_PROD060187,DES_PROD060187,5,1,381,4,3205,0,2728,17.5,S,361,457,I
PROD060188,NOM_PROD060188,DES_PROD060188,1,1,319,3,2543,0,2266,12.25,S,303,382,A
PROD060189,NOM_PROD060189,DES_PROD060189,4,2,88,1,3758,0,3321,13.18,N,83,105,A
PROD060190,NOM_PROD060190,DES_PROD060190,4,3,26,5,4133,0,3553,16.35,S,24,31,A
PROD060191,NOM_PROD060191,DES_PROD060191,4,2,361,1,2598,0,2204,17.88,N,342,433,I
PROD060192,NOM_PROD060192,DES_PROD060192,1,3,277,5,3378,0,2896,16.65,S,263,332,A
PROD060193,NOM_PROD060193,DES_PROD060193,5,3,469,1,3454,0,2955,16.89,S,445,562,I
PROD060194,NOM_PROD060194,DES_PROD060194,1,3,449,1,4164,0,3618,15.1,N,426,538,I
PROD060195,NOM_PROD060195,DES_PROD060195,3,3,320,3,2503,0,2204,13.57,N,304,384,A
PROD060196,NOM_PROD060196,DES_PROD060196,1,2,153,3,4643,0,4183,11.02,N,145,183,I
PROD060197,NOM_PROD060197,DES_PROD060197,3,1,156,5,2315,0,2047,13.1,N,148,187,I
PROD060198,NOM_PROD060198,DES_PROD060198,1,1,213,4,4178,0,3582,16.64,S,202,255,A
PROD060199,NOM_PROD060199,DES_PROD060199,4,2,454,3,5041,0,4279,17.83,N,431,544,I
PROD060200,NOM_PROD060200,DES_PROD060200,3,3,499,5,4510,0,3889,15.99,S,474,598,A
PROD060201,NOM_PROD060201,DES_PROD060201,5,1,178,1,3226,0,2764,16.74,S,169,213,I
PROD060202,NOM_PROD060202,DES_PROD060202,3,1,46,2,4618,0,3927,17.61,N,43,55,A
PROD060203,NOM_PROD060203,DES_PROD060203,1,2,343,3,2330,0,2054,13.45,S,325,411,I
PROD060204,NOM_PROD060204,DES_PROD060204,1,3,270,1,4631,0,4182,10.76,S,256,324,A
PROD060205,NOM_PROD060205,DES_PROD060205,4,1,225,3,3446,0,2968,16.12,S,213,270,I
PROD060206,NOM_PROD060206,DES_PROD060206,2,2,208,4,2697,0,2421,11.41,N,197,249,I
PROD060207,NOM_PROD060207,DES_PROD060207,4,3,188,4,4920,0,4247,15.85,N,178,225,I
PROD060208,NOM_PROD060208,DES_PROD060208,2,3,57,1,5758,0,4881,17.97,N,54,68,I
PROD060209,NOM_PROD060209,DES_PROD060209,3,3,107,3,5606,0,4736,18.39,N,101,128,A
PROD060210,NOM_PROD060210,DES_PROD060210,4,1,277,1,3042,0,2721,11.83,S,263,332,I
PROD060211,NOM_PROD060211,DES_PROD060211,5,2,29,5,2803,0,2432,15.26,S,27,34,I
PROD060212,NOM_PROD060212,DES_PROD060212,3,3,366,4,2330,0,2052,13.58,S,347,439,A
PROD060213,NOM_PROD060213,DES_PROD060213,5,3,130,5,3732,0,3307,12.88,N,123,156,I
PROD060214,NOM_PROD060214,DES_PROD060214,4,3,213,4,3202,0,2791,14.73,S,202,255,I
PROD060215,NOM_PROD060215,DES_PROD060215,3,3,488,2,2520,0,2142,17.69,S,463,585,A
PROD060216,NOM_PROD060216,DES_PROD060216,1,2,427,3,2906,0,2437,19.25,N,405,512,I
PROD060217,NOM_PROD060217,DES_PROD060217,2,1,137,2,2525,0,2146,17.67,N,130,164,A
PROD060218,NOM_PROD060218,DES_PROD060218,3,2,66,4,5537,0,4927,12.39,N,62,79,I
PROD060219,NOM_PROD060219,DES_PROD060219,5,1,282,2,4099,0,3478,17.87,N,267,338,I
PROD060220,NOM_PROD060220,DES_PROD060220,4,3,383,2,5546,0,4798,15.61,N,363,459,A
PROD060221,NOM_PROD060221,DES_PROD060221,3,2,153,5,5911,0,4978,18.76,N,145,183,A
PROD060222,NOM_PROD060222,DES_PROD060222,5,2,3,4,3336,0,2912,14.58,S,2,3,I
PROD060223,NOM_PROD060223,DES_PROD060223,5,2,461,4,3727,0,3347,11.37,S,437,553,A
PROD060224,NOM_PROD060224,DES_PROD060224,2,2,467,4,4943,0,4149,19.16,S,443,560,A
PROD060225,NOM_PROD060225,DES_PROD060225,1,2,107,4,4191,0,3543,18.31,N,101,128,A
PROD060226,NOM_PROD060226,DES_PROD060226,5,1,431,5,2176,0,1929,12.84,N,409,517,A
PROD060227,NOM_PROD060227,DES_PROD060227,3,1,351,5,4560,0,3969,14.9,N,333,421,I
PROD060228,NOM_PROD060228,DES_PROD060228,1,1,75,3,2762,0,2477,11.53,S,71,90,A
PROD060229,NOM_PROD060229,DES_PROD060229,2,2,220,2,2384,0,2126,12.14,S,209,264,A
PROD060230,NOM_PROD060230,DES_PROD060230,1,2,60,5,4615,0,4054,13.86,S,57,72,A
PROD060231,NOM_PROD060231,DES_PROD060231,4,1,165,5,4995,0,4299,16.19,S,156,198,I
PROD060232,NOM_PROD060232,DES_PROD060232,4,2,174,2,5614,0,4756,18.05,N,165,208,I
PROD060233,NOM_PROD060233,DES_PROD060233,2,3,464,2,2935,0,2573,14.09,S,440,556,I
PROD060234,NOM_PROD060234,DES_PROD060234,2,2,211,1,4775,0,4283,11.49,S,200,253,I
PROD060235,NOM_PROD060235,DES_PROD060235,4,3,59,3,3866,0,3224,19.93,N,56,70,I
PROD060236,NOM_PROD060236,DES_PROD060236,2,3,395,5,5581,0,4981,12.05,S,375,474,I
PROD060237,NOM_PROD060237,DES_PROD060237,3,3,399,5,5193,0,4706,10.36,S,379,478,A
PROD060238,NOM_PROD060238,DES_PROD060238,4,3,125,5,2184,0,1975,10.59,N,118,150,A
PROD060239,NOM_PROD060239,DES_PROD060239,5,3,11,5,5325,0,4590,16.03,S,10,13,I
PROD060240,NOM_PROD060240,DES_PROD060240,3,1,478,5,2890,0,2417,19.6,N,454,573,I
PROD060241,NOM_PROD060241,DES_PROD060241,2,1,137,4,3897,0,3417,14.07,N,130,164,I
PROD060242,NOM_PROD060242,DES_PROD060242,1,2,416,3,2135,0,1923,11.07,S,395,499,A
PROD060243,NOM_PROD060243,DES_PROD060243,3,3,172,4,4402,0,3821,15.23,N,163,206,A
PROD060244,NOM_PROD060244,DES_PROD060244,4,2,50,2,2116,0,1916,10.46,N,47,60,A
PROD060245,NOM_PROD060245,DES_PROD060245,3,2,389,2,4238,0,3734,13.51,N,369,466,I
PROD060246,NOM_PROD060246,DES_PROD060246,2,3,174,3,4727,0,4006,18.0,N,165,208,I
PROD060247,NOM_PROD060247,DES_PROD060247,3,3,467,4,3575,0,3073,16.34,S,443,560,A
PROD060248,NOM_PROD060248,DES_PROD060248,4,3,148,3,2919,0,2573,13.47,N,140,177,I
PROD060249,NOM_PROD060249,DES_PROD060249,3,2,151,1,4576,0,4091,11.86,N,143,181,I
PROD060250,NOM_PROD060250,DES_PROD060250,2,1,407,1,2862,0,2533,12.99,S,386,488,A
PROD060251,NOM_PROD060251,DES_PROD060251,1,3,436,3,3248,0,2942,10.43,N,414,523,I
PROD060252,NOM_PROD060252,DES_PROD060252,3,2,499,5,4726,0,4154,13.79,S,474,598,A
PROD060253,NOM_PROD060253,DES_PROD060253,1,1,153,2,4462,0,3723,19.85,N,145,183,A
PROD060254,NOM_PROD060254,DES_PROD060254,1,3,321,3,2396,0,2148,11.55,N,304,385,A
PROD060255,NOM_PROD060255,DES_PROD060255,1,2,329,1,3111,0,2814,10.56,N,312,394,A
PROD060256,NOM_PROD060256,DES_PROD060256,1,3,219,3,3145,0,2694,16.76,N,208,262,A
PROD060257,NOM_PROD060257,DES_PROD060257,5,1,296,3,5253,0,4383,19.85,N,281,355,I
PROD060258,NOM_PROD060258,DES_PROD060258,2,2,224,4,2344,0,2102,11.56,N,212,268,A
PROD060259,NOM_PROD060259,DES_PROD060259,3,2,107,1,4653,0,3934,18.3,N,101,128,I
