codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD030203,NOM_PROD030203,DES_PROD030203,3,1,25,1,3218,0,2747,17.16,S,23,30,A
PROD030204,NOM_PROD030204,DES_PROD030204,1,2,383,3,4219,0,3634,16.1,S,363,459,A
PROD030205,NOM_PROD030205,DES_PROD030205,3,1,203,1,3184,0,2687,18.52,S,192,243,A
PROD030206,NOM_PROD030206,DES_PROD030206,5,3,93,5,5182,0,4342,19.36,N,88,111,I
PROD030207,NOM_PROD030207,DES_PROD030207,1,1,408,5,4431,0,3821,15.99,N,387,489,A
PROD030208,NOM_PROD030208,DES_PROD030208,5,1,438,1,2272,0,1965,15.65,S,416,525,I
PROD030209,NOM_PROD030209,DES_PROD030209,5,3,1,1,4090,0,3446,18.69,N,0,1,A
PROD030210,NOM_PROD030210,DES_PROD030210,4,3,167,4,2830,0,2553,10.86,N,158,200,I
PROD030211,NOM_PROD030211,DES_PROD030211,2,1,149,4,5370,0,4722,13.74,N,141,178,A
PROD030212,NOM_PROD030212,DES_PROD030212,5,3,218,4,4429,0,3743,18.34,N,207,261,I
PROD030213,NOM_PROD030213,DES_PROD030213,4,2,245,2,3308,0,2758,19.95,S,232,294,A
PROD030214,NOM_PROD030214,DES_PROD030214,5,1,28,2,3377,0,2916,15.84,N,26,33,I
PROD030215,NOM_PROD030215,DES_PROD030215,4,3,377,5,4369,0,3889,12.35,N,358,452,I
PROD030216,NOM_PROD030216,DES_PROD030216,1,3,148,3,3270,0,2920,11.99,S,140,177,A
PROD030217,NOM_PROD030217,DES_PROD030217,3,1,458,5,2632,0,2295,14.7,N,435,549,A
PROD030218,NOM_PROD030218,DES_PROD030218,2,3,200,5,3930,0,3454,13.81,N,190,240,I
PROD030219,NOM_PROD030219,DES_PROD030219,4,2,338,5,2910,0,2479,17.39,S,321,405,I
PROD030220,NOM_PROD030220,DES_PROD030220,5,1,303,5,4963,0,4149,19.64,N,287,363,A
PROD030221,NOM_PROD030221,DES_PROD030221,3,3,388,4,2392,0,2009,19.1,S,368,465,I
PROD030222,NOM_PROD030222,DES_PROD030222,4,1,1,5,4993,0,4331,15.29,S,0,1,A
PROD030223,NOM_PROD030223,DES_PROD030223,5,1,39,2,4164,0,3739,11.37,S,37,46,A
PROD030224,NOM_PROD030224,DES_PROD030224,3,3,21,2,4655,0,3885,19.83,N,19,25,A
PROD030225,NOM_PROD030225,DES_PROD030225,3,2,118,2,3072,0,2585,18.87,S,112,141,I
PROD030226,NOM_PROD030226,DES_PROD030226,4,2,445,5,3139,0,2766,13.49,S,422,534,A
PROD030227,NOM_PROD030227,DES_PROD030227,4,2,488,1,3834,0,3205,19.64,N,463,585,I
PROD030228,NOM_PROD030228,DES_PROD030228,3,3,350,2,3408,0,3012,13.16,N,332,420,A
PROD030229,NOM_PROD030229,DES_PROD030229,3,1,127,1,5375,0,4525,18.79,N,120,152,I
PROD030230,NOM_PROD030230,DES_PROD030230,1,2,442,4,2597,0,2193,18.45,N,419,530,A
PROD030231,NOM_PROD030231,DES_PROD030231,1,1,196,5,3053,0,2768,10.3,S,186,235,I
PROD030232,NOM_PROD030232,DES_PROD030232,1,3,245,4,3927,0,3405,15.34,S,232,294,A
PROD030233,NOM_PROD030233,DES_PROD030233,2,1,313,5,2639,0,2387,10.57,S,297,375,A
PROD030234,NOM_PROD030234,DES_PROD030234,2,2,25,1,5084,0,4564,11.4,N,23,30,A
PROD030235,NOM_PROD030235,DES_PROD030235,5,2,127,3,5774,0,4999,15.52,S,120,152,I
PROD030236,NOM_PROD030236,DES_PROD030236,4,2,388,1,3183,0,2860,11.3,N,368,465,A
PROD030237,NOM_PROD030237,DES_PROD030237,3,3,138,2,3916,0,3325,17.78,N,131,165,I
PROD030238,NOM_PROD030238,DES_PROD030238,2,1,76,2,4238,0,3544,19.6,S,72,91,I
PROD030239,NOM_PROD030239,DES_PROD030239,4,2,318,2,4071,0,3551,14.65,N,302,381,I
PROD030240,NOM_PROD030240,DES_PROD030240,3,1,403,4,3440,0,3007,14.41,N,382,483,A
PROD030241,NOM_PROD030241,DES_PROD030241,4,1,306,1,2709,0,2433,11.35,N,290,367,A
PROD030242,NOM_PROD030242,DES_PROD030242,3,1,197,3,5048,0,4317,16.95,N,187,236,A
PROD030243,NOM_PROD030243,DES_PROD030243,4,2,18,5,4047,0,3540,14.34,S,17,21,I
PROD030244,NOM_PROD030244,DES_PROD030244,1,3,405,5,4321,0,3663,17.98,S,384,486,I
PROD030245,NOM_PROD030245,DES_PROD030245,5,3,56,3,2812,0,2509,12.08,S,53,67,I
PROD030246,NOM_PROD030246,DES_PROD030246,5,1,491,2,3088,0,2783,10.97,N,466,589,A
PROD030247,NOM_PROD030247,DES_PROD030247,2,2,277,2,3993,0,3387,17.9,N,263,332,A
PROD030248,NOM_PROD030248,DES_PROD030248,4,1,480,5,4818,0,4197,14.8,N,456,576,I
PROD030249,NOM_PROD030249,DES_PROD030249,4,3,154,2,4249,0,3741,13.6,S,146,184,I
PROD030250,NOM_PROD030250,DES_PROD030250,5,1,123,3,4981,0,4471,11.41,N,116,147,I
PROD030251,NOM_PROD030251,DES_PROD030251,5,1,373,5,4607,0,3886,18.56,S,354,447,I
PROD030252,NOM_PROD030252,DES_PROD030252,3,1,430,4,5153,0,4596,12.13,S,408,516,I
PROD030253,NOM_PROD030253,DES_PROD030253,4,3,243,4,2617,0,2196,19.18,S,230,291,I
PROD030254,NOM_PROD030254,DES_PROD030254,2,1,269,3,3481,0,2997,16.17,S,255,322,A
PROD030255,NOM_PROD030255,DES_PROD030255,4,2,67,3,5311,0,4543,16.91,S,63,80,A
PROD030256,NOM_PROD030256,DES_PROD030256,1,1,310,5,5410,0,4657,16.18,N,294,372,I
PROD030257,NOM_PROD030257,DES_PROD030257,4,1,348,2,4671,0,3952,18.21,S,330,417,A
PROD030258,NOM_PROD030258,DES_PROD030258,3,3,138,5,3747,0,3349,11.89,S,131,165,A
PROD030259,NOM_PROD030259,DES_PROD030259,1,3,68,1,4062,0,3390,19.85,N,64,81,A
