codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD040194,NOM_PROD040194,DES_PROD040194,2,2,115,2,5194,0,4534,14.56,S,109,138,I
PROD040195,NOM_PROD040195,DES_PROD040195,4,1,285,3,2573,0,2145,19.98,S,270,342,A
PROD040196,NOM_PROD040196,DES_PROD040196,4,3,397,2,4074,0,3496,16.54,S,377,476,A
PROD040197,NOM_PROD040197,DES_PROD040197,5,3,130,2,2243,0,2034,10.3,N,123,156,I
PROD040198,NOM_PROD040198,DES_PROD040198,3,1,258,3,4928,0,4422,11.45,N,245,309,I
PROD040199,NOM_PROD040199,DES_PROD040199,1,3,492,3,3616,0,3020,19.75,N,467,590,A
PROD040200,NOM_PROD040200,DES_PROD040200,4,3,292,4,5710,0,4804,18.86,S,277,350,A
PROD040201,NOM_PROD040201,DES_PROD040201,2,2,323,2,3038,0,2758,10.16,S,306,387,I
PROD040202,NOM_PROD040202,DES_PROD040202,4,2,163,5,3759,0,3234,16.25,S,154,195,A
PROD040203,NOM_PROD040203,DES_PROD040203,5,3,259,3,4806,0,4091,17.49,N,246,310,I
PROD040204,NOM_PROD040204,DES_PROD040204,4,1,468,4,3577,0,2982,19.98,N,444,561,A
PROD040205,NOM_PROD040205,DES_PROD040205,5,1,417,2,4187,0,3544,18.16,N,396,500,A
PROD040206,NOM_PROD040206,DES_PROD040206,3,2,72,4,2283,0,2057,10.99,S,68,86,I
PROD040207,NOM_PROD040207,DES_PROD040207,2,3,432,1,3639,0,3207,13.5,N,410,518,A
PROD040208,NOM_PROD040208,DES_PROD040208,1,2,297,1,5213,0,4528,15.13,N,282,356,A
PROD040209,NOM_PROD040209,DES_PROD040209,2,1,372,4,2677,0,2342,14.32,N,353,446,I
PROD040210,NOM_PROD040210,DES_PROD040210,4,1,477,4,4656,0,4028,15.6,N,453,572,I
PROD040211,NOM_PROD040211,DES_PROD040211,2,1,469,1,4389,0,3735,17.52,N,445,562,I
PROD040212,NOM_PROD040212,DES_PROD040212,4,1,64,3,3324,0,2789,19.21,S,60,76,I
PROD040213,NOM_PROD040213,DES_PROD040213,5,2,3,1,5290,0,4578,15.57,N,2,3,A
PROD040214,NOM_PROD040214,DES_PROD040214,5,2,337,4,5181,0,4476,15.76,N,320,404,A
PROD040215,NOM_PROD040215,DES_PROD040215,4,2,19,5,3851,0,3261,18.11,N,18,22,A
PROD040216,NOM_PROD040216,DES_PROD040216,5,1,288,4,2930,0,2626,11.6,S,273,345,I
PROD040217,NOM_PROD040217,DES_PROD040217,4,3,292,1,5472,0,4884,12.04,N,277,350,A
PROD040218,NOM_PROD040218,DES_PROD040218,4,1,280,5,2897,0,2442,18.67,S,266,336,I
PROD040219,NOM_PROD040219,DES_PROD040219,5,1,15,3,3155,0,2639,19.57,N,14,18,A
PROD040220,NOM_PROD040220,DES_PROD040220,2,1,170,3,2286,0,2065,10.71,N,161,204,A
PROD040221,NOM_PROD040221,DES_PROD040221,4,3,58,1,5902,0,4963,18.93,S,55,69,I
PROD040222,NOM_PROD040222,DES_PROD040222,5,3,164,1,4767,0,4077,16.94,N,155,196,I
PROD040223,NOM_PROD040223,DES_PROD040223,2,1,237,4,2214,0,1894,16.91,S,225,284,A
PROD040224,NOM_PROD040224,DES_PROD040224,4,3,374,4,3455,0,2927,18.07,S,355,448,A
PROD040225,NOM_PROD040225,DES_PROD040225,3,3,7,2,2416,0,2100,15.08,S,6,8,I
PROD040226,NOM_PROD040226,DES_PROD040226,3,3,331,4,4615,0,4129,11.78,N,314,397,A
PROD040227,NOM_PROD040227,DES_PROD040227,5,3,348,2,4486,0,3832,17.09,S,330,417,A
PROD040228,NOM_PROD040228,DES_PROD040228,5,3,492,2,3903,0,3405,14.63,S,467,590,A
PROD040229,NOM_PROD040229,DES_PROD040229,3,2,381,5,5633,0,4711,19.59,N,361,457,I
PROD040230,NOM_PROD040230,DES_PROD040230,4,3,42,3,3273,0,2805,16.7,N,39,50,A
PROD040231,NOM_PROD040231,DES_PROD040231,4,3,413,5,3631,0,3090,17.53,S,392,495,I
PROD040232,NOM_PROD040232,DES_PROD040232,1,1,397,2,3381,0,2863,18.11,S,377,476,A
PROD040233,NOM_PROD040233,DES_PROD040233,2,3,27,3,5158,0,4507,14.45,S,25,32,A
PROD040234,NOM_PROD040234,DES_PROD040234,3,3,256,3,3051,0,2558,19.28,S,243,307,I
PROD040235,NOM_PROD040235,DES_PROD040235,1,3,310,2,2171,0,1934,12.3,N,294,372,I
PROD040236,NOM_PROD040236,DES_PROD040236,5,2,237,1,5197,0,4340,19.75,S,225,284,I
PROD040237,NOM_PROD040237,DES_PROD040237,3,3,264,5,3839,0,3304,16.21,S,250,316,I
PROD040238,NOM_PROD040238,DES_PROD040238,2,2,190,1,5743,0,4952,15.98,S,180,228,A
PROD040239,NOM_PROD040239,DES_PROD040239,2,1,65,2,5548,0,4958,11.92,S,61,78,A
PROD040240,NOM_PROD040240,DES_PROD040240,5,1,210,4,3207,0,2680,19.67,S,199,252,I
PROD040241,NOM_PROD040241,DES_PROD040241,4,1,238,1,4901,0,4240,15.6,S,226,285,I
PROD040242,NOM_PROD040242,DES_PROD040242,5,2,450,5,2467,0,2209,11.69,S,427,540,I
PROD040243,NOM_PROD040243,DES_PROD040243,1,2,235,1,2699,0,2386,13.14,N,223,282,A
PROD040244,NOM_PROD040244,DES_PROD040244,2,2,201,5,4019,0,3453,16.4,N,190,241,A
PROD040245,NOM_PROD040245,DES_PROD040245,5,3,265,1,4380,0,3859,13.51,S,251,318,A
PROD040246,NOM_PROD040246,DES_PROD040246,4,2,357,5,3665,0,3267,12.21,S,339,428,I
PROD040247,NOM_PROD040247,DES_PROD040247,3,3,400,1,2783,0,2472,12.61,N,380,480,A
PROD040248,NOM_PROD040248,DES_PROD040248,4,2,375,5,5486,0,4710,16.48,S,356,450,I
PROD040249,NOM_PROD040249,DES_PROD040249,4,1,192,4,4159,0,3686,12.85,N,182,230,I
PROD040250,NOM_PROD040250,DES_PROD040250,4,2,495,2,3675,0,3129,17.47,N,470,594,A
PROD040251,NOM_PROD040251,DES_PROD040251,4,2,321,3,3726,0,3295,13.11,S,304,385,A
PROD040252,NOM_PROD040252,DES_PROD040252,5,2,175,5,3679,0,3227,14.01,N,166,210,I
PROD040253,NOM_PROD040253,DES_PROD040253,5,3,132,1,5281,0,4623,14.25,N,125,158,I
PROD040254,NOM_PROD040254,DES_PROD040254,5,1,4,2,5060,0,4285,18.09,N,3,4,A
PROD040255,NOM_PROD040255,DES_PROD040255,3,2,364,3,4847,0,4187,15.77,S,345,436,I
PROD040256,NOM_PROD040256,DES_PROD040256,4,1,293,5,5225,0,4527,15.42,S,278,351,I
PROD040257,NOM_PROD040257,DES_PROD040257,2,2,333,4,4063,0,3472,17.05,S,316,399,I
PROD040258,NOM_PROD040258,DES_PROD040258,3,2,375,2,5023,0,4563,10.09,S,356,450,I
PROD040259,NOM_PROD040259,DES_PROD040259,5,1,233,2,4448,0,3811,16.72,S,221,279,A
