codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD000036,NOM_PROD000036,DES_PROD000036,2,2,199,2,2286,0,1939,17.9,S,189,238,I
PROD000037,NOM_PROD000037,DES_PROD000037,5,2,380,1,5789,0,4860,19.12,S,361,456,A
PROD000038,NOM_PROD000038,DES_PROD000038,4,3,107,2,2924,0,2603,12.36,N,101,128,I
PROD000039,NOM_PROD000039,DES_PROD000039,5,3,132,1,3775,0,3172,19.04,S,125,158,A
PROD000040,NOM_PROD000040,DES_PROD000040,3,3,275,4,2951,0,2614,12.93,S,261,330,I
PROD000041,NOM_PROD000041,DES_PROD000041,5,2,6,2,3085,0,2745,12.4,S,5,7,A
PROD000042,NOM_PROD000042,DES_PROD000042,5,2,198,2,4843,0,4292,12.84,S,188,237,A
PROD000043,NOM_PROD000043,DES_PROD000043,3,1,152,1,3828,0,3327,15.07,S,144,182,A
PROD000044,NOM_PROD000044,DES_PROD000044,5,2,469,3,5543,0,4655,19.08,S,445,562,A
PROD000045,NOM_PROD000045,DES_PROD000045,1,1,173,3,4285,0,3628,18.13,N,164,207,A
PROD000046,NOM_PROD000046,DES_PROD000046,5,1,168,3,4808,0,4117,16.79,S,159,201,A
PROD000047,NOM_PROD000047,DES_PROD000047,4,1,97,3,4379,0,3830,14.35,S,92,116,I
PROD000048,NOM_PROD000048,DES_PROD000048,1,3,354,4,2748,0,2386,15.2,S,336,424,A
PROD000049,NOM_PROD000049,DES_PROD000049,1,2,97,3,5860,0,4935,18.76,S,92,116,I
PROD000050,NOM_PROD000050,DES_PROD000050,5,3,479,5,5536,0,4875,13.56,S,455,574,A
PROD000051,NOM_PROD000051,DES_PROD000051,3,2,368,3,3673,0,3082,19.18,S,349,441,A
PROD000052,NOM_PROD000052,DES_PROD000052,2,3,56,4,3713,0,3333,11.42,S,53,67,A
PROD000053,NOM_PROD000053,DES_PROD000053,4,3,270,3,2594,0,2291,13.26,N,256,324,I
PROD000054,NOM_PROD000054,DES_PROD000054,4,3,41,3,3394,0,3034,11.88,S,38,49,A
PROD000055,NOM_PROD000055,DES_PROD000055,5,2,163,5,5484,0,4957,10.64,N,154,195,I
PROD000056,NOM_PROD000056,DES_PROD000056,1,3,430,2,2308,0,2089,10.53,S,408,516,I
PROD000057,NOM_PROD000057,DES_PROD000057,2,1,352,1,5102,0,4613,10.62,N,334,422,A
PROD000058,NOM_PROD000058,DES_PROD000058,1,1,4,5,5531,0,4675,18.33,N,3,4,A
PROD000059,NOM_PROD000059,DES_PROD000059,2,2,94,1,4247,0,3604,17.85,S,89,112,A
PROD000060,NOM_PROD000060,DES_PROD000060,3,1,455,1,2989,0,2621,14.07,N,432,546,I
PROD000061,NOM_PROD000061,DES_PROD000061,5,2,360,1,4625,0,3872,19.47,S,342,432,I
PROD000062,NOM_PROD000062,DES_PROD000062,3,1,422,3,5180,0,4364,18.71,N,400,506,A
PROD000063,NOM_PROD000063,DES_PROD000063,4,2,138,3,5624,0,4891,14.99,S,131,165,I
PROD000064,NOM_PROD000064,DES_PROD000064,2,2,368,1,4618,0,3874,19.23,N,349,441,A
PROD000065,NOM_PROD000065,DES_PROD000065,2,1,368,5,4046,0,3398,19.09,N,349,441,A
PROD000066,NOM_PROD000066,DES_PROD000066,4,1,137,4,5098,0,4259,19.72,N,130,164,I
PROD000067,NOM_PROD000067,DES_PROD000067,5,2,46,5,5311,0,4725,12.42,S,43,55,I
PROD000068,NOM_PROD000068,DES_PROD000068,1,1,14,1,4922,0,4357,12.97,S,13,16,A
PROD000069,NOM_PROD000069,DES_PROD000069,2,1,116,5,3956,0,3314,19.38,S,110,139,A
PROD000070,NOM_PROD000070,DES_PROD000070,3,2,63,4,5210,0,4578,13.82,N,59,75,I
PROD000071,NOM_PROD000071,DES_PROD000071,5,2,173,1,5497,0,4865,13.01,N,164,207,A
PROD000072,NOM_PROD000072,DES_PROD000072,4,1,276,4,4483,0,3848,16.51,S,262,331,A
PROD000073,NOM_PROD000073,DES_PROD000073,2,3,403,2,4201,0,3796,10.68,N,382,483,A
PROD000074,NOM_PROD000074,DES_PROD000074,2,3,472,2,4102,0,3676,11.61,N,448,566,A
PROD000075,NOM_PROD000075,DES_PROD000075,3,3,500,1,2148,0,1918,12.01,N,475,600,I
PROD000076,NOM_PROD000076,DES_PROD000076,3,1,81,2,2349,0,2121,10.75,N,76,97,A
PROD000077,NOM_PROD000077,DES_PROD000077,1,1,147,1,3903,0,3446,13.28,S,139,176,I
PROD000078,NOM_PROD000078,DES_PROD000078,3,2,439,1,5608,0,5000,12.16,N,417,526,A
PROD000079,NOM_PROD000079,DES_PROD000079,2,3,362,3,5077,0,4444,14.26,N,343,434,I
PROD000080,NOM_PROD000080,DES_PROD000080,1,3,292,3,3265,0,2958,10.39,S,277,350,I
PROD000081,NOM_PROD000081,DES_PROD000081,2,3,268,3,5438,0,4553,19.44,S,254,321,I
PROD000082,NOM_PROD000082,DES_PROD000082,2,1,98,3,3679,0,3165,16.26,S,93,117,A
PROD000083,NOM_PROD000083,DES_PROD000083,1,1,7,2,3141,0,2623,19.76,N,6,8,A
PROD000084,NOM_PROD000084,DES_PROD000084,3,2,324,5,5273,0,4450,18.51,N,307,388,I
PROD000085,NOM_PROD000085,DES_PROD000085,1,2,137,1,4536,0,3906,16.15,S,130,164,A
PROD000086,NOM_PROD000086,DES_PROD000086,3,3,114,2,2681,0,2321,15.54,N,108,136,I
PROD000087,NOM_PROD000087,DES_PROD000087,3,3,364,1,2782,0,2377,17.07,S,345,436,I
PROD000088,NOM_PROD000088,DES_PROD000088,2,3,211,1,4206,0,3694,13.88,N,200,253,I
PROD000089,NOM_PROD000089,DES_PROD000089,5,1,198,3,5111,0,4611,10.85,N,188,237,I
PROD000090,NOM_PROD000090,DES_PROD000090,5,1,334,4,4750,0,4062,16.95,S,317,400,I
PROD000091,NOM_PROD000091,DES_PROD000091,3,2,497,4,2358,0,2034,15.96,N,472,596,I
PROD000092,NOM_PROD000092,DES_PROD000092,4,3,9,5,5093,0,4253,19.76,N,8,10,I
PROD000093,NOM_PROD000093,DES_PROD000093,3,3,70,2,5175,0,4388,17.94,N,66,84,I
PROD000094,NOM_PROD000094,DES_PROD000094,3,3,249,1,2437,0,2040,19.48,N,236,298,A
PROD000095,NOM_PROD000095,DES_PROD000095,2,3,167,2,4878,0,4211,15.86,S,158,200,I
PROD000096,NOM_PROD000096,DES_PROD000096,4,3,490,5,2425,0,2022,19.98,S,465,588,A
PROD000097,NOM_PROD000097,DES_PROD000097,2,1,295,5,2362,0,1983,19.16,S,280,354,A
PROD000098,NOM_PROD000098,DES_PROD000098,5,3,57,4,2282,0,2065,10.51,S,54,68,A
PROD000099,NOM_PROD000099,DES_PROD000099,3,2,341,5,3805,0,3423,11.17,S,323,409,I
PROD000100,NOM_PROD000100,DES_PROD000100,2,3,21,3,5084,0,4365,16.49,N,19,25,I
PROD000101,NOM_PROD000101,DES_PROD000101,3,1,459,3,4941,0,4315,14.52,N,436,550,I
PROD000102,NOM_PROD000102,DES_PROD000102,2,2,12,4,2631,0,2295,14.68,S,11,14,A
PROD000103,NOM_PROD000103,DES_PROD000103,5,1,244,5,3629,0,3196,13.56,N,231,292,I
PROD000104,NOM_PROD000104,DES_PROD000104,1,2,360,3,5824,0,4894,19.01,S,342,432,I
PROD000105,NOM_PROD000105,DES_PROD000105,4,2,336,2,3954,0,3556,11.22,N,319,403,A
PROD000106,NOM_PROD000106,DES_PROD000106,2,2,16,5,2896,0,2418,19.79,S,15,19,I
PROD000107,NOM_PROD000107,DES_PROD000107,5,1,370,4,3007,0,2688,11.9,S,351,444,I
PROD000108,NOM_PROD000108,DES_PROD000108,5,2,109,5,3213,0,2680,19.89,S,103,130,A
PROD000109,NOM_PROD000109,DES_PROD000109,1,1,441,2,4628,0,4042,14.52,N,418,529,I
PROD000110,NOM_PROD000110,DES_PROD000110,1,3,60,3,4356,0,3699,17.78,N,57,72,I
PROD000111,NOM_PROD000111,DES_PROD000111,1,3,171,2,2503,0,2125,17.8,N,162,205,I
PROD000112,NOM_PROD000112,DES_PROD000112,2,2,472,4,2921,0,2569,13.71,N,448,566,A
PROD000113,NOM_PROD000113,DES_PROD000113,2,3,24,5,3649,0,3203,13.94,S,22,28,I
PROD000114,NOM_PROD000114,DES_PROD000114,1,3,13,2,5467,0,4773,14.55,S,12,15,A
PROD000115,NOM_PROD000115,DES_PROD000115,1,1,166,1,3025,0,2602,16.29,N,157,199,I
PROD000116,NOM_PROD000116,DES_PROD000116,2,2,188,4,4701,0,3983,18.05,N,178,225,A
PROD000117,NOM_PROD000117,DES_PROD000117,1,2,170,2,2364,0,2127,11.15,S,161,204,I
PROD000118,NOM_PROD000118,DES_PROD000118,4,3,156,4,5136,0,4439,15.71,N,148,187,I
PROD000119,NOM_PROD000119,DES_PROD000119,5,3,380,5,3771,0,3154,19.57,N,361,456,A
PROD000120,NOM_PROD000120,DES_PROD000120,5,2,79,3,4399,0,3753,17.23,N,75,94,A
PROD000121,NOM_PROD000121,DES_PROD000121,3,1,32,4,4468,0,3732,19.74,S,30,38,I
PROD000122,NOM_PROD000122,DES_PROD000122,3,2,45,1,4258,0,3666,16.17,S,42,54,I
PROD000123,NOM_PROD000123,DES_PROD000123,5,2,198,1,5090,0,4522,12.58,N,188,237,I
PROD000124,NOM_PROD000124,DES_PROD000124,3,2,413,5,5138,0,4445,15.61,S,392,495,I
PROD000125,NOM_PROD000125,DES_PROD000125,1,1,98,1,3586,0,3100,15.7,S,93,117,A
PROD000126,NOM_PROD000126,DES_PROD000126,5,3,223,5,4550,0,3884,17.16,N,211,267,A
PROD000127,NOM_PROD000127,DES_PROD000127,2,3,243,2,3042,0,2727,11.56,S,230,291,A
PROD000128,NOM_PROD000128,DES_PROD000128,3,2,45,1,4468,0,3892,14.82,N,42,54,I
PROD000129,NOM_PROD000129,DES_PROD000129,5,2,456,2,4374,0,3845,13.77,S,433,547,I
PROD000130,NOM_PROD000130,DES_PROD000130,3,2,86,4,5467,0,4565,19.78,S,81,103,I
PROD000131,NOM_PROD000131,DES_PROD000131,3,1,128,1,2917,0,2469,18.16,N,121,153,A
PROD000132,NOM_PROD000132,DES_PROD000132,3,3,413,5,5106,0,4397,16.14,S,392,495,A
PROD000133,NOM_PROD000133,DES_PROD000133,2,1,96,3,2685,0,2276,17.98,N,91,115,I
PROD000134,NOM_PROD000134,DES_PROD000134,3,1,486,2,2573,0,2149,19.75,N,461,583,A
PROD000135,NOM_PROD000135,DES_PROD000135,4,2,91,3,2591,0,2258,14.75,S,86,109,I
PROD000136,NOM_PROD000136,DES_PROD000136,5,1,209,5,4077,0,3617,12.73,S,198,250,I
PROD000137,NOM_PROD000137,DES_PROD000137,3,2,405,3,3819,0,3448,10.78,S,384,486,A
PROD000138,NOM_PROD000138,DES_PROD000138,2,1,226,4,3541,0,3095,14.44,S,214,271,A
PROD000139,NOM_PROD000139,DES_PROD000139,3,3,344,1,4444,0,3817,16.43,S,326,412,A
PROD000140,NOM_PROD000140,DES_PROD000140,1,3,171,2,5095,0,4262,19.56,S,162,205,A
PROD000141,NOM_PROD000141,DES_PROD000141,2,1,195,3,4927,0,4284,15.03,N,185,234,I
PROD000142,NOM_PROD000142,DES_PROD000142,4,2,465,5,2744,0,2360,16.3,N,441,558,I
PROD000143,NOM_PROD000143,DES_PROD000143,3,2,287,1,4293,0,3638,18.03,N,272,344,A
PROD000144,NOM_PROD000144,DES_PROD000144,2,3,324,4,3243,0,2909,11.49,N,307,388,A
PROD000145,NOM_PROD000145,DES_PROD000145,3,2,136,5,3305,0,2943,12.33,N,129,163,I
PROD000146,NOM_PROD000146,DES_PROD000146,4,1,458,4,5449,0,4645,17.31,N,435,549,I
PROD000147,NOM_PROD000147,DES_PROD000147,4,3,336,5,3355,0,2836,18.31,S,319,403,I
PROD000148,NOM_PROD000148,DES_PROD000148,5,2,347,1,3709,0,3372,10.01,N,329,416,I
PROD000149,NOM_PROD000149,DES_PROD000149,5,2,284,1,5580,0,4974,12.2,S,269,340,A
PROD000150,NOM_PROD000150,DES_PROD000150,4,2,85,3,5755,0,4959,16.07,S,80,102,A
PROD000151,NOM_PROD000151,DES_PROD000151,3,2,389,5,5452,0,4692,16.21,N,369,466,I
PROD000152,NOM_PROD000152,DES_PROD000152,1,1,292,2,5348,0,4754,12.5,N,277,350,A
PROD000153,NOM_PROD000153,DES_PROD000153,2,1,105,1,3570,0,3158,13.05,N,99,126,A
PROD000154,NOM_PROD000154,DES_PROD000154,3,1,483,1,2769,0,2453,12.91,N,458,579,A
PROD000155,NOM_PROD000155,DES_PROD000155,5,3,255,5,2659,0,2359,12.73,N,242,306,A
PROD000156,NOM_PROD000156,DES_PROD000156,1,2,363,3,3482,0,3111,11.95,N,344,435,I
PROD000157,NOM_PROD000157,DES_PROD000157,1,2,391,1,5102,0,4352,17.25,S,371,469,A
PROD000158,NOM_PROD000158,DES_PROD000158,4,3,8,4,5183,0,4417,17.35,S,7,9,I
PROD000159,NOM_PROD000159,DES_PROD000159,3,1,172,1,5174,0,4696,10.19,S,163,206,I
PROD000160,NOM_PROD000160,DES_PROD000160,3,1,272,4,5506,0,4633,18.86,S,258,326,I
PROD000161,NOM_PROD000161,DES_PROD000161,5,3,486,5,5572,0,4654,19.73,S,461,583,A
PROD000162,NOM_PROD000162,DES_PROD000162,2,1,284,1,2755,0,2346,17.47,N,269,340,A
PROD000163,NOM_PROD000163,DES_PROD000163,3,3,154,1,4732,0,4097,15.51,N,146,184,I
PROD000164,NOM_PROD000164,DES_PROD000164,5,1,297,4,3399,0,3079,10.42,N,282,356,I
PROD000165,NOM_PROD000165,DES_PROD000165,5,1,476,2,4592,0,4043,13.6,S,452,571,A
PROD000166,NOM_PROD000166,DES_PROD000166,4,2,427,5,3011,0,2676,12.54,N,405,512,I
PROD000167,NOM_PROD000167,DES_PROD000167,5,1,202,1,5759,0,4937,16.67,S,191,242,I
PROD000168,NOM_PROD000168,DES_PROD000168,1,1,121,2,2623,0,2239,17.18,S,114,145,I
PROD000169,NOM_PROD000169,DES_PROD000169,2,1,17,3,3014,0,2676,12.66,N,16,20,A
PROD000170,NOM_PROD000170,DES_PROD000170,2,2,491,4,4268,0,3830,11.44,N,466,589,A
PROD000171,NOM_PROD000171,DES_PROD000171,2,3,162,3,5684,0,4784,18.82,S,153,194,I
PROD000172,NOM_PROD000172,DES_PROD000172,3,2,1,2,5030,0,4271,17.78,S,0,1,I
PROD000173,NOM_PROD000173,DES_PROD000173,2,3,98,4,3064,0,2563,19.55,N,93,117,I
PROD000174,NOM_PROD000174,DES_PROD000174,3,1,18,4,4997,0,4220,18.43,N,17,21,I
PROD000175,NOM_PROD000175,DES_PROD000175,4,2,274,5,3495,0,2947,18.6,N,260,328,I
PROD000176,NOM_PROD000176,DES_PROD000176,1,1,336,4,3524,0,2997,17.61,N,319,403,I
PROD000177,NOM_PROD000177,DES_PROD000177,2,3,402,3,3947,0,3443,14.65,N,381,482,I
PROD000178,NOM_PROD000178,DES_PROD000178,4,1,393,4,2305,0,2093,10.17,N,373,471,A
PROD000179,NOM_PROD000179,DES_PROD000179,4,3,363,3,3822,0,3359,13.8,S,344,435,A
PROD000180,NOM_PROD000180,DES_PROD000180,1,2,294,2,5073,0,4579,10.81,N,279,352,A
PROD000181,NOM_PROD000181,DES_PROD000181,4,3,287,2,2427,0,2141,13.4,S,272,344,I
PROD000182,NOM_PROD000182,DES_PROD000182,5,2,388,5,4231,0,3582,18.14,S,368,465,A
PROD000183,NOM_PROD000183,DES_PROD000183,3,1,175,1,2597,0,2204,17.85,N,166,210,A
PROD000184,NOM_PROD000184,DES_PROD000184,2,3,301,4,3623,0,3158,14.74,S,285,361,I
PROD000185,NOM_PROD000185,DES_PROD000185,4,1,419,5,4262,0,3742,13.9,S,398,502,A
PROD000186,NOM_PROD000186,DES_PROD000186,3,1,54,3,4822,0,4265,13.07,S,51,64,I
PROD000187,NOM_PROD000187,DES_PROD000187,3,1,82,5,5230,0,4662,12.19,S,77,98,I
PROD000188,NOM_PROD000188,DES_PROD000188,4,2,285,3,4238,0,3810,11.24,N,270,342,I
PROD000189,NOM_PROD000189,DES_PROD000189,4,3,337,5,4551,0,3797,19.87,S,320,404,A
PROD000190,NOM_PROD000190,DES_PROD000190,3,1,73,5,3259,0,2895,12.59,S,69,87,A
PROD000191,NOM_PROD000191,DES_PROD000191,3,1,103,1,4740,0,3987,18.91,S,97,123,I
PROD000192,NOM_PROD000192,DES_PROD000192,1,3,300,5,2443,0,2142,14.09,N,285,360,A
PROD000193,NOM_PROD000193,DES_PROD000193,2,2,344,1,2918,0,2536,15.08,N,326,412,A
PROD000194,NOM_PROD000194,DES_PROD000194,4,1,127,3,3014,0,2587,16.53,N,120,152,I
PROD000195,NOM_PROD000195,DES_PROD000195,5,2,98,1,4161,0,3564,16.77,S,93,117,I
PROD000196,NOM_PROD000196,DES_PROD000196,4,3,33,1,5788,0,4857,19.17,N,31,39,I
PROD000197,NOM_PROD000197,DES_PROD000197,5,1,455,4,2784,0,2427,14.74,N,432,546,I
PROD000198,NOM_PROD000198,DES_PROD000198,2,3,224,4,4934,0,4351,13.42,S,212,268,I
PROD000199,NOM_PROD000199,DES_PROD000199,2,3,193,2,4800,0,4338,10.67,S,183,231,A
PROD000200,NOM_PROD000200,DES_PROD000200,2,2,335,4,4139,0,3660,13.11,S,318,402,I
PROD000201,NOM_PROD000201,DES_PROD000201,5,3,475,4,5307,0,4662,13.84,N,451,570,I
PROD000202,NOM_PROD000202,DES_PROD000202,4,1,332,4,4447,0,3965,12.18,S,315,398,A
PROD000203,NOM_PROD000203,DES_PROD000203,2,2,199,2,3506,0,3141,11.65,S,189,238,A
PROD000204,NOM_PROD000204,DES_PROD000204,3,2,210,5,4710,0,4039,16.63,S,199,252,I
PROD000205,NOM_PROD000205,DES_PROD000205,3,2,406,1,4825,0,4052,19.1,S,385,487,I
PROD000206,NOM_PROD000206,DES_PROD000206,3,3,311,5,5539,0,4882,13.47,S,295,373,A
PROD000207,NOM_PROD000207,DES_PROD000207,5,3,112,5,4554,0,4044,12.63,N,106,134,I
PROD000208,NOM_PROD000208,DES_PROD000208,1,3,306,1,3761,0,3204,17.39,N,290,367,A
PROD000209,NOM_PROD000209,DES_PROD000209,5,1,9,5,4863,0,4319,12.6,N,8,10,I
PROD000210,NOM_PROD000210,DES_PROD000210,1,3,129,4,5083,0,4425,14.89,S,122,154,A
PROD000211,NOM_PROD000211,DES_PROD000211,5,3,122,2,2950,0,2547,15.86,N,115,146,A
PROD000212,NOM_PROD000212,DES_PROD000212,3,1,477,4,3572,0,3066,16.53,S,453,572,I
PROD000213,NOM_PROD000213,DES_PROD000213,4,3,233,4,2508,0,2181,15.01,S,221,279,A
PROD000214,NOM_PROD000214,DES_PROD000214,3,3,430,3,5269,0,4672,12.78,S,408,516,A
PROD000215,NOM_PROD000215,DES_PROD000215,5,1,481,5,4884,0,4178,16.91,S,456,577,I
PROD000216,NOM_PROD000216,DES_PROD000216,4,2,226,5,3421,0,3067,11.57,N,214,271,I
PROD000217,NOM_PROD000217,DES_PROD000217,2,2,334,3,4625,0,4199,10.16,N,317,400,I
PROD000218,NOM_PROD000218,DES_PROD000218,1,2,353,5,3961,0,3560,11.28,S,335,423,A
PROD000219,NOM_PROD000219,DES_PROD000219,4,1,111,4,3655,0,3077,18.81,S,105,133,I
PROD000220,NOM_PROD000220,DES_PROD000220,4,2,301,2,4799,0,4066,18.03,N,285,361,A
PROD000221,NOM_PROD000221,DES_PROD000221,3,2,383,4,4733,0,4192,12.92,S,363,459,A
PROD000222,NOM_PROD000222,DES_PROD000222,2,3,305,5,3980,0,3527,12.85,S,289,366,I
PROD000223,NOM_PROD000223,DES_PROD000223,2,3,242,4,3805,0,3444,10.51,S,229,290,I
PROD000224,NOM_PROD000224,DES_PROD000224,4,2,314,3,4137,0,3584,15.43,N,298,376,I
PROD000225,NOM_PROD000225,DES_PROD000225,1,1,148,2,3816,0,3265,16.88,S,140,177,I
PROD000226,NOM_PROD000226,DES_PROD000226,1,3,133,1,3924,0,3382,16.04,S,126,159,A
PROD000227,NOM_PROD000227,DES_PROD000227,4,1,463,1,3409,0,3002,13.59,S,439,555,A
PROD000228,NOM_PROD000228,DES_PROD000228,4,3,104,1,2821,0,2430,16.1,S,98,124,I
PROD000229,NOM_PROD000229,DES_PROD000229,5,3,312,5,4120,0,3472,18.68,N,296,374,I
PROD000230,NOM_PROD000230,DES_PROD000230,3,2,287,3,3872,0,3459,11.94,S,272,344,A
PROD000231,NOM_PROD000231,DES_PROD000231,5,2,127,3,5497,0,4584,19.93,N,120,152,A
PROD000232,NOM_PROD000232,DES_PROD000232,3,1,29,1,3469,0,2915,19.02,S,27,34,A
PROD000233,NOM_PROD000233,DES_PROD000233,5,3,286,5,5317,0,4464,19.12,S,271,343,I
PROD000234,NOM_PROD000234,DES_PROD000234,2,3,403,3,3451,0,2976,15.98,S,382,483,A
PROD000235,NOM_PROD000235,DES_PROD000235,2,2,247,1,4199,0,3698,13.57,N,234,296,A
PROD000236,NOM_PROD000236,DES_PROD000236,4,2,158,2,2991,0,2522,18.62,N,150,189,A
PROD000237,NOM_PROD000237,DES_PROD000237,3,3,298,2,5215,0,4422,17.95,S,283,357,A
PROD000238,NOM_PROD000238,DES_PROD000238,2,2,244,4,3302,0,2781,18.76,N,231,292,A
PROD000239,NOM_PROD000239,DES_PROD000239,2,2,216,4,4895,0,4425,10.64,S,205,259,I
PROD000240,NOM_PROD000240,DES_PROD000240,1,2,189,2,3184,0,2799,13.79,S,179,226,I
PROD000241,NOM_PROD000241,DES_PROD000241,5,1,281,2,5476,0,4642,17.97,S,266,337,I
PROD000242,NOM_PROD000242,DES_PROD000242,4,3,407,3,2623,0,2268,15.68,N,386,488,A
PROD000243,NOM_PROD000243,DES_PROD000243,1,3,126,3,5051,0,4590,10.05,S,119,151,I
PROD000244,NOM_PROD000244,DES_PROD000244,1,1,208,2,2717,0,2405,13.0,S,197,249,I
PROD000245,NOM_PROD000245,DES_PROD000245,5,1,401,1,3079,0,2669,15.39,N,380,481,I
PROD000246,NOM_PROD000246,DES_PROD000246,5,3,65,3,5080,0,4252,19.48,N,61,78,A
PROD000247,NOM_PROD000247,DES_PROD000247,5,3,130,2,5728,0,4834,18.5,S,123,156,A
PROD000248,NOM_PROD000248,DES_PROD000248,5,2,268,1,2248,0,1992,12.89,S,254,321,I
PROD000249,NOM_PROD000249,DES_PROD000249,1,2,356,3,4695,0,4078,15.13,S,338,427,A
PROD000250,NOM_PROD000250,DES_PROD000250,3,1,234,1,3768,0,3415,10.35,N,222,280,A
PROD000251,NOM_PROD000251,DES_PROD000251,1,3,160,1,5338,0,4576,16.66,N,152,192,I
PROD000252,NOM_PROD000252,DES_PROD000252,1,1,287,5,5295,0,4810,10.1,S,272,344,A
PROD000253,NOM_PROD000253,DES_PROD000253,5,2,192,5,2130,0,1926,10.62,N,182,230,A
PROD000254,NOM_PROD000254,DES_PROD000254,5,2,303,3,5395,0,4779,12.91,S,287,363,A
PROD000255,NOM_PROD000255,DES_PROD000255,5,2,263,2,5324,0,4840,10.01,N,249,315,I
PROD000256,NOM_PROD000256,DES_PROD000256,5,1,379,3,5607,0,4808,16.62,N,360,454,A
PROD000257,NOM_PROD000257,DES_PROD000257,3,1,311,3,4310,0,3671,17.41,N,295,373,A
PROD000258,NOM_PROD000258,DES_PROD000258,3,1,191,5,4471,0,3862,15.79,N,181,229,A
PROD000259,NOM_PROD000259,DES_PROD000259,1,3,28,2,3603,0,3014,19.55,S,26,33,A
